Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5825      -17782.5141  -17783.0367       0.5226   288.8
0.5830      -17782.5085  -17783.0218       0.5133   283.7
0.5835      -17782.4996  -17783.0097       0.5101   281.9
0.5840      -17782.5051  -17782.9985       0.4934   272.6
0.5845      -17782.5268  -17782.9888       0.4620   255.3
0.5850      -17782.5277  -17782.9819       0.4543   251.0
0.5855      -17782.5457  -17782.9776       0.4319   238.6
0.5860      -17782.5610  -17782.9733       0.4123   227.8
0.5865      -17782.5369  -17782.9694       0.4325   239.0
0.5870      -17782.5307  -17782.9652       0.4344   240.1
0.5875      -17782.5325  -17782.9598       0.4273   236.1
0.5880      -17782.5164  -17782.9540       0.4376   241.8
0.5885      -17782.5477  -17782.9491       0.4014   221.8
0.5890      -17782.5613  -17782.9452       0.3839   212.2
0.5895      -17782.5378  -17782.9430       0.4052   223.9
0.5900      -17782.5348  -17782.9419       0.4071   225.0
0.5905      -17782.5360  -17782.9437       0.4077   225.3
0.5910      -17782.5432  -17782.9485       0.4053   224.0
0.5915      -17782.5560  -17782.9569       0.4009   221.6
0.5920      -17782.5621  -17782.9703       0.4082   225.6
0.5925      -17782.5552  -17782.9873       0.4320   238.7
0.5930      -17782.5213  -17783.0074       0.4861   268.6
0.5935      -17782.5309  -17783.0300       0.4991   275.8
0.5940      -17782.4968  -17783.0543       0.5574   308.0
0.5945      -17782.4951  -17783.0781       0.5830   322.2
0.5950      -17782.4961  -17783.0988       0.6027   333.1
0.5955      -17782.4785  -17783.1139       0.6355   351.2
0.5960      -17782.4636  -17783.1239       0.6603   364.9
0.5965      -17782.5056  -17783.1292       0.6235   344.6
0.5970      -17782.5074  -17783.1297       0.6223   343.9
0.5975      -17782.5251  -17783.1266       0.6015   332.4
0.5980      -17782.5176  -17783.1218       0.6043   333.9
0.5985      -17782.5185  -17783.1151       0.5966   329.7
0.5990      -17782.5602  -17783.1083       0.5481   302.9
0.5995      -17782.5721  -17783.1035       0.5315   293.7
0.6000      -17782.5846  -17783.1022       0.5176   286.0
0.6005      -17782.5964  -17783.1047       0.5082   280.8
0.6010      -17782.5784  -17783.1100       0.5316   293.8
0.6015      -17782.5349  -17783.1172       0.5823   321.8
0.6020      -17782.5407  -17783.1256       0.5849   323.2
0.6025      -17782.5564  -17783.1357       0.5793   320.1
0.6030      -17782.5682  -17783.1461       0.5780   319.4
0.6035      -17782.5658  -17783.1559       0.5900   326.1
0.6040      -17782.5692  -17783.1632       0.5939   328.2
0.6045      -17782.5858  -17783.1673       0.5815   321.3
0.6050      -17782.5555  -17783.1677       0.6122   338.3
0.6055      -17782.5732  -17783.1654       0.5922   327.3
0.6060      -17782.5667  -17783.1587       0.5920   327.1
0.6065      -17782.5874  -17783.1479       0.5605   309.7
0.6070      -17782.5822  -17783.1350       0.5528   305.5
0.6075      -17782.5874  -17783.1231       0.5357   296.0
0.6080      -17782.5652  -17783.1130       0.5478   302.7
0.6085      -17782.5532  -17783.1058       0.5526   305.4
0.6090      -17782.5862  -17783.1021       0.5159   285.1
0.6095      -17782.5797  -17783.1022       0.5225   288.7
0.6100      -17782.5650  -17783.1061       0.5411   299.0
0.6105      -17782.5955  -17783.1125       0.5170   285.7
0.6110      -17782.5709  -17783.1206       0.5497   303.8
0.6115      -17782.5713  -17783.1288       0.5575   308.1
0.6120      -17782.5849  -17783.1372       0.5523   305.2
0.6125      -17782.5735  -17783.1428       0.5692   314.6
0.6130      -17782.5653  -17783.1463       0.5811   321.1
0.6135      -17782.6058  -17783.1463       0.5406   298.7
0.6140      -17782.6082  -17783.1424       0.5343   295.2
0.6145      -17782.5970  -17783.1343       0.5372   296.9
0.6150      -17782.6078  -17783.1228       0.5151   284.6
0.6155      -17782.6207  -17783.1091       0.4884   269.9
0.6160      -17782.6172  -17783.0943       0.4771   263.7
0.6165      -17782.6284  -17783.0811       0.4527   250.2
0.6170      -17782.6164  -17783.0691       0.4527   250.2
0.6175      -17782.6171  -17783.0575       0.4404   243.4
0.6180      -17782.6072  -17783.0487       0.4415   244.0
0.6185      -17782.5937  -17783.0417       0.4480   247.6
0.6190      -17782.5993  -17783.0368       0.4376   241.8
0.6195      -17782.5910  -17783.0358       0.4448   245.8
0.6200      -17782.5717  -17783.0357       0.4640   256.4
0.6205      -17782.5666  -17783.0354       0.4688   259.1
0.6210      -17782.5696  -17783.0343       0.4646   256.8
0.6215      -17782.5852  -17783.0355       0.4503   248.9
0.6220      -17782.5862  -17783.0385       0.4522   249.9
0.6225      -17782.5993  -17783.0423       0.4431   244.8
0.6230      -17782.5747  -17783.0498       0.4751   262.6
0.6235      -17782.5821  -17783.0618       0.4797   265.1
0.6240      -17782.5884  -17783.0755       0.4871   269.2
0.6245      -17782.5867  -17783.0919       0.5052   279.2
0.6250      -17782.5696  -17783.1090       0.5394   298.1
0.6255      -17782.6186  -17783.1259       0.5073   280.3
0.6260      -17782.5994  -17783.1406       0.5412   299.1
0.6265      -17782.5726  -17783.1517       0.5791   320.0
0.6270      -17782.5254  -17783.1585       0.6331   349.8
0.6275      -17782.5258  -17783.1626       0.6368   351.9
0.6280      -17782.5183  -17783.1634       0.6451   356.5
0.6285      -17782.5277  -17783.1612       0.6335   350.1
0.6290      -17782.5398  -17783.1618       0.6220   343.7
0.6295      -17782.5323  -17783.1687       0.6364   351.6
0.6300      -17782.5516  -17783.1811       0.6296   347.9
0.6305      -17782.5118  -17783.1995       0.6877   380.0
0.6310      -17782.5254  -17783.2229       0.6975   385.5
0.6315      -17782.5513  -17783.2470       0.6957   384.5
0.6320      -17782.5526  -17783.2679       0.7153   395.3
0.6325      -17782.5514  -17783.2837       0.7323   404.7
0.6330      -17782.5291  -17783.2902       0.7611   420.6
0.6335      -17782.5244  -17783.2867       0.7623   421.2
0.6340      -17782.5357  -17783.2733       0.7376   407.6
0.6345      -17782.5515  -17783.2533       0.7018   387.8
0.6350      -17782.5570  -17783.2305       0.6735   372.2
0.6355      -17782.5218  -17783.2082       0.6865   379.3
0.6360      -17782.5286  -17783.1882       0.6596   364.5
0.6365      -17782.5250  -17783.1730       0.6480   358.1
0.6370      -17782.5121  -17783.1642       0.6522   360.4
0.6375      -17782.5085  -17783.1591       0.6507   359.6
0.6380      -17782.5137  -17783.1546       0.6409   354.1
0.6385      -17782.5312  -17783.1483       0.6170   341.0
0.6390      -17782.5123  -17783.1391       0.6268   346.4
0.6395      -17782.4879  -17783.1272       0.6393   353.3
0.6400      -17782.4415  -17783.1104       0.6689   369.6
0.6405      -17782.4447  -17783.0912       0.6465   357.3
0.6410      -17782.4532  -17783.0725       0.6193   342.2
0.6415      -17782.4591  -17783.0574       0.5983   330.6
0.6420      -17782.4181  -17783.0437       0.6256   345.7
0.6425      -17782.4464  -17783.0343       0.5880   324.9
0.6430      -17782.4049  -17783.0313       0.6265   346.2
0.6435      -17782.3951  -17783.0292       0.6341   350.4
0.6440      -17782.3785  -17783.0266       0.6481   358.1
0.6445      -17782.3610  -17783.0212       0.6603   364.9
0.6450      -17782.3285  -17783.0096       0.6811   376.4
0.6455      -17782.3004  -17782.9890       0.6886   380.5
0.6460      -17782.2890  -17782.9602       0.6713   370.9
0.6465      -17782.3140  -17782.9258       0.6118   338.1
0.6470      -17782.3023  -17782.8912       0.5889   325.4
0.6475      -17782.3065  -17782.8608       0.5543   306.3
0.6480      -17782.3115  -17782.8381       0.5266   291.0
0.6485      -17782.3409  -17782.8273       0.4864   268.8
0.6490      -17782.3277  -17782.8280       0.5003   276.4
0.6495      -17782.3162  -17782.8404       0.5242   289.7
0.6500      -17782.3240  -17782.8585       0.5345   295.4
0.6505      -17782.3185  -17782.8806       0.5621   310.6
0.6510      -17782.3114  -17782.9009       0.5895   325.8
0.6515      -17782.3019  -17782.9171       0.6152   339.9
0.6520      -17782.3123  -17782.9267       0.6143   339.5
0.6525      -17782.3210  -17782.9262       0.6052   334.4
0.6530      -17782.3095  -17782.9164       0.6069   335.4
0.6535      -17782.3212  -17782.9002       0.5790   319.9
0.6540      -17782.2987  -17782.8805       0.5818   321.5
0.6545      -17782.2835  -17782.8608       0.5774   319.1
0.6550      -17782.2792  -17782.8433       0.5641   311.7
0.6555      -17782.3000  -17782.8346       0.5346   295.4
0.6560      -17782.2782  -17782.8374       0.5592   309.0
0.6565      -17782.2756  -17782.8497       0.5741   317.3
0.6570      -17782.2834  -17782.8682       0.5848   323.1
0.6575      -17782.2841  -17782.8887       0.6047   334.1
0.6580      -17782.2707  -17782.9112       0.6406   354.0
0.6585      -17782.2452  -17782.9328       0.6875   379.9
0.6590      -17782.2429  -17782.9514       0.7084   391.5
0.6595      -17782.2393  -17782.9655       0.7261   401.2
0.6600      -17782.2534  -17782.9766       0.7232   399.6
0.6605      -17782.2593  -17782.9846       0.7254   400.8
0.6610      -17782.2882  -17782.9891       0.7009   387.3
0.6615      -17782.2915  -17782.9917       0.7002   386.9
0.6620      -17782.2695  -17782.9966       0.7271   401.8
0.6625      -17782.2669  -17783.0008       0.7340   405.6
0.6630      -17782.2779  -17783.0061       0.7283   402.4
0.6635      -17782.3055  -17783.0156       0.7101   392.4
0.6640      -17782.3097  -17783.0257       0.7160   395.7
0.6645      -17782.3187  -17783.0337       0.7150   395.1
0.6650      -17782.3212  -17783.0374       0.7161   395.7
0.6655      -17782.3170  -17783.0352       0.7182   396.9
0.6660      -17782.3401  -17783.0278       0.6877   380.0
0.6665      -17782.3462  -17783.0183       0.6721   371.4
0.6670      -17782.3505  -17783.0033       0.6528   360.7
0.6675      -17782.3935  -17782.9848       0.5913   326.7
0.6680      -17782.3946  -17782.9642       0.5696   314.8
0.6685      -17782.3867  -17782.9426       0.5559   307.2
0.6690      -17782.3865  -17782.9253       0.5388   297.7
0.6695      -17782.3847  -17782.9125       0.5278   291.6
0.6700      -17782.3597  -17782.9039       0.5442   300.7
0.6705      -17782.3439  -17782.8989       0.5551   306.7
0.6710      -17782.3535  -17782.8975       0.5440   300.6
0.6715      -17782.3355  -17782.8968       0.5612   310.1
0.6720      -17782.3571  -17782.8950       0.5378   297.2
0.6725      -17782.3624  -17782.8939       0.5315   293.7
0.6730      -17782.3788  -17782.8937       0.5149   284.5
0.6735      -17782.3665  -17782.8933       0.5268   291.1
0.6740      -17782.3562  -17782.8921       0.5360   296.2
0.6745      -17782.3490  -17782.8920       0.5429   300.0
0.6750      -17782.3394  -17782.8929       0.5535   305.9
0.6755      -17782.3379  -17782.8976       0.5597   309.3
0.6760      -17782.3457  -17782.9056       0.5598   309.4
0.6765      -17782.3202  -17782.9150       0.5948   328.7
0.6770      -17782.3139  -17782.9299       0.6160   340.4
0.6775      -17782.3405  -17782.9495       0.6090   336.5
0.6780      -17782.3429  -17782.9707       0.6278   346.9
0.6785      -17782.3187  -17782.9940       0.6753   373.1
0.6790      -17782.3152  -17783.0182       0.7030   388.5
0.6795      -17782.3192  -17783.0412       0.7220   399.0
0.6800      -17782.3280  -17783.0626       0.7346   405.9
0.6805      -17782.3077  -17783.0818       0.7742   427.8
0.6810      -17782.2827  -17783.0978       0.8151   450.4
0.6815      -17782.2605  -17783.1083       0.8478   468.5
0.6820      -17782.2589  -17783.1137       0.8549   472.4
0.6825      -17782.2578  -17783.1152       0.8575   473.8
0.6830      -17782.2535  -17783.1138       0.8603   475.4
0.6835      -17782.2874  -17783.1113       0.8239   455.3
0.6840      -17782.2857  -17783.1106       0.8249   455.8
0.6845      -17782.2977  -17783.1113       0.8135   449.6
0.6850      -17782.3386  -17783.1147       0.7761   428.9
0.6855      -17782.3314  -17783.1190       0.7877   435.3
0.6860      -17782.3321  -17783.1242       0.7922   437.8
0.6865      -17782.3258  -17783.1284       0.8026   443.5
0.6870      -17782.3154  -17783.1325       0.8172   451.6
0.6875      -17782.3271  -17783.1340       0.8070   445.9
0.6880      -17782.3312  -17783.1347       0.8035   444.0
0.6885      -17782.3358  -17783.1319       0.7960   439.9
0.6890      -17782.3651  -17783.1262       0.7612   420.6
0.6895      -17782.3929  -17783.1190       0.7261   401.2
0.6900      -17782.3878  -17783.1104       0.7226   399.3
0.6905      -17782.3784  -17783.0995       0.7211   398.5
0.6910      -17782.3431  -17783.0877       0.7445   411.4
0.6915      -17782.3663  -17783.0744       0.7081   391.3
0.6920      -17782.3447  -17783.0613       0.7166   396.0
0.6925      -17782.3235  -17783.0468       0.7233   399.7
0.6930      -17782.3747  -17783.0342       0.6595   364.5
0.6935      -17782.3701  -17783.0244       0.6543   361.5
0.6940      -17782.3976  -17783.0186       0.6210   343.2
0.6945      -17782.4212  -17783.0133       0.5921   327.2
0.6950      -17782.4495  -17783.0073       0.5579   308.3
0.6955      -17782.4604  -17783.0031       0.5427   299.9
0.6960      -17782.4391  -17783.0000       0.5610   310.0
0.6965      -17782.4123  -17782.9954       0.5831   322.2
0.6970      -17782.4218  -17782.9914       0.5696   314.7
0.6975      -17782.4069  -17782.9862       0.5793   320.1
0.6980      -17782.4129  -17782.9789       0.5660   312.7
0.6985      -17782.4116  -17782.9731       0.5615   310.3
0.6990      -17782.3995  -17782.9675       0.5681   313.9
0.6995      -17782.3948  -17782.9617       0.5669   313.3
0.7000      -17782.4047  -17782.9563       0.5515   304.8
0.7005      -17782.3952  -17782.9527       0.5576   308.1
0.7010      -17782.3765  -17782.9502       0.5738   317.1
0.7015      -17782.3970  -17782.9516       0.5546   306.5
0.7020      -17782.3987  -17782.9559       0.5571   307.9
0.7025      -17782.3913  -17782.9631       0.5718   316.0
0.7030      -17782.3857  -17782.9753       0.5896   325.8
0.7035      -17782.3695  -17782.9938       0.6244   345.0
0.7040      -17782.3882  -17783.0183       0.6301   348.2
0.7045      -17782.4093  -17783.0457       0.6364   351.7
0.7050      -17782.3981  -17783.0746       0.6765   373.8
0.7055      -17782.4097  -17783.1011       0.6915   382.1
0.7060      -17782.3794  -17783.1212       0.7417   409.9
0.7065      -17782.3579  -17783.1328       0.7749   428.2
0.7070      -17782.3712  -17783.1339       0.7627   421.5
0.7075      -17782.3464  -17783.1240       0.7776   429.7
0.7080      -17782.3236  -17783.1059       0.7823   432.3
0.7085      -17782.3183  -17783.0811       0.7628   421.5
0.7090      -17782.2914  -17783.0521       0.7607   420.4
0.7095      -17782.2738  -17783.0229       0.7491   413.9
0.7100      -17782.2267  -17782.9982       0.7714   426.3
0.7105      -17782.2613  -17782.9817       0.7205   398.1
0.7110      -17782.2418  -17782.9839       0.7421   410.1
0.7115      -17782.2517  -17783.0016       0.7499   414.4
0.7120      -17782.2143  -17783.0295       0.8152   450.5
0.7125      -17782.2117  -17783.0658       0.8541   472.0
0.7130      -17782.1861  -17783.1054       0.9193   508.0
0.7135      -17782.1560  -17783.1387       0.9826   543.0
0.7140      -17782.1615  -17783.1604       0.9989   552.0
0.7145      -17782.1758  -17783.1678       0.9920   548.2
0.7150      -17782.1664  -17783.1568       0.9903   547.3
0.7155      -17782.1603  -17783.1273       0.9670   534.4
0.7160      -17782.1843  -17783.0821       0.8978   496.1
0.7165      -17782.1979  -17783.0266       0.8287   457.9
0.7170      -17782.2359  -17782.9658       0.7299   403.4
0.7175      -17782.2577  -17782.9138       0.6561   362.5
0.7180      -17782.2409  -17782.8771       0.6362   351.6
0.7185      -17782.2541  -17782.8570       0.6029   333.2
0.7190      -17782.2668  -17782.8551       0.5883   325.1
0.7195      -17782.2702  -17782.8654       0.5952   328.9
0.7200      -17782.2794  -17782.8829       0.6035   333.5
0.7205      -17782.2640  -17782.8992       0.6352   351.0
0.7210      -17782.2782  -17782.9070       0.6288   347.5
0.7215      -17782.2666  -17782.9036       0.6370   352.0
0.7220      -17782.2279  -17782.8864       0.6585   363.9
0.7225      -17782.2413  -17782.8557       0.6144   339.5
0.7230      -17782.2351  -17782.8129       0.5778   319.3
0.7235      -17782.2369  -17782.7606       0.5237   289.4
0.7240      -17782.2355  -17782.7044       0.4689   259.1
0.7245      -17782.2194  -17782.6509       0.4315   238.4
0.7250      -17782.2204  -17782.6063       0.3859   213.2
0.7255      -17782.2302  -17782.5772       0.3470   191.7
0.7260      -17782.2251  -17782.5721       0.3470   191.7
0.7265      -17782.2418  -17782.5907       0.3489   192.8
0.7270      -17782.2360  -17782.6279       0.3919   216.6
0.7275      -17782.2196  -17782.6767       0.4571   252.6
0.7280      -17782.2103  -17782.7265       0.5162   285.2
0.7285      -17782.1996  -17782.7692       0.5696   314.8
0.7290      -17782.2203  -17782.7967       0.5764   318.5
0.7295      -17782.2084  -17782.8038       0.5953   329.0
0.7300      -17782.1738  -17782.7894       0.6156   340.2
0.7305      -17782.1658  -17782.7560       0.5903   326.2
0.7310      -17782.1877  -17782.7126       0.5249   290.1
0.7315      -17782.2049  -17782.6736       0.4687   259.0
0.7320      -17782.2039  -17782.6501       0.4462   246.6
0.7325      -17782.2047  -17782.6460       0.4413   243.9
0.7330      -17782.2247  -17782.6649       0.4402   243.3
0.7335      -17782.2281  -17782.7058       0.4777   264.0
0.7340      -17782.2185  -17782.7659       0.5474   302.5
0.7345      -17782.2218  -17782.8345       0.6127   338.6
0.7350      -17782.2330  -17782.9042       0.6712   370.9
0.7355      -17782.2376  -17782.9664       0.7288   402.7
0.7360      -17782.2226  -17783.0135       0.7909   437.1
0.7365      -17782.1946  -17783.0447       0.8501   469.8
0.7370      -17782.1821  -17783.0592       0.8772   484.7
0.7375      -17782.1963  -17783.0593       0.8630   476.9
0.7380      -17782.2105  -17783.0500       0.8395   463.9
0.7385      -17782.1980  -17783.0349       0.8369   462.5
0.7390      -17782.2143  -17783.0219       0.8075   446.2
0.7395      -17782.2242  -17783.0153       0.7911   437.1
0.7400      -17782.2287  -17783.0231       0.7943   438.9
0.7405      -17782.2196  -17783.0498       0.8302   458.8
0.7410      -17782.2444  -17783.0928       0.8484   468.8
0.7415      -17782.2410  -17783.1464       0.9054   500.3
0.7420      -17782.2445  -17783.2006       0.9561   528.3
0.7425      -17782.2124  -17783.2506       1.0382   573.7
0.7430      -17782.2150  -17783.2886       1.0736   593.3
0.7435      -17782.2445  -17783.3090       1.0646   588.3
0.7440      -17782.2403  -17783.3095       1.0691   590.8
0.7445      -17782.2772  -17783.2900       1.0128   559.7
0.7450      -17782.2855  -17783.2553       0.9699   535.9
0.7455      -17782.3257  -17783.2120       0.8863   489.7
0.7460      -17782.3252  -17783.1703       0.8452   467.0
0.7465      -17782.3231  -17783.1387       0.8156   450.7
0.7470      -17782.2770  -17783.1218       0.8448   466.8
0.7475      -17782.3194  -17783.1177       0.7983   441.1
0.7480      -17782.3056  -17783.1270       0.8214   453.9
0.7485      -17782.3004  -17783.1450       0.8446   466.7
0.7490      -17782.3485  -17783.1668       0.8183   452.2
0.7495      -17782.3261  -17783.1848       0.8586   474.5
0.7500      -17782.3266  -17783.1916       0.8650   478.0
0.7505      -17782.3061  -17783.1821       0.8759   484.0
0.7510      -17782.2944  -17783.1535       0.8591   474.8
0.7515      -17782.2999  -17783.1115       0.8115   448.5
0.7520      -17782.2782  -17783.0614       0.7832   432.8
0.7525      -17782.2553  -17783.0079       0.7527   415.9
0.7530      -17782.2324  -17782.9595       0.7270   401.7
0.7535      -17782.2162  -17782.9250       0.7088   391.7
0.7540      -17782.2171  -17782.9033       0.6863   379.2
0.7545      -17782.1928  -17782.8945       0.7017   387.8
0.7550      -17782.1979  -17782.8986       0.7007   387.2
0.7555      -17782.1889  -17782.9139       0.7250   400.7
0.7560      -17782.1813  -17782.9357       0.7544   416.9
0.7565      -17782.1740  -17782.9574       0.7834   432.9
0.7570      -17782.1798  -17782.9720       0.7922   437.8
0.7575      -17782.1903  -17782.9755       0.7853   433.9
0.7580      -17782.1690  -17782.9676       0.7986   441.3
0.7585      -17782.2063  -17782.9483       0.7421   410.1
0.7590      -17782.1932  -17782.9155       0.7224   399.2
0.7595      -17782.2320  -17782.8748       0.6428   355.2
0.7600      -17782.2028  -17782.8358       0.6330   349.8
0.7605      -17782.1763  -17782.8030       0.6266   346.3
0.7610      -17782.1705  -17782.7875       0.6170   341.0
0.7615      -17782.1574  -17782.7937       0.6363   351.6
0.7620      -17782.1859  -17782.8186       0.6327   349.6
0.7625      -17782.1816  -17782.8549       0.6733   372.1
0.7630      -17782.1773  -17782.8955       0.7182   396.9
0.7635      -17782.1732  -17782.9309       0.7578   418.7
0.7640      -17782.1816  -17782.9530       0.7714   426.3
0.7645      -17782.1659  -17782.9588       0.7928   438.1
0.7650      -17782.1233  -17782.9461       0.8228   454.7
0.7655      -17782.1348  -17782.9169       0.7821   432.2
0.7660      -17782.0974  -17782.8781       0.7808   431.5
0.7665      -17782.0904  -17782.8384       0.7481   413.4
0.7670      -17782.0955  -17782.8026       0.7071   390.7
0.7675      -17782.1130  -17782.7819       0.6689   369.6
0.7680      -17782.0836  -17782.7822       0.6985   386.0
0.7685      -17782.0780  -17782.8028       0.7248   400.5
0.7690      -17782.0955  -17782.8400       0.7445   411.4
0.7695      -17782.0847  -17782.8881       0.8034   444.0
0.7700      -17782.0697  -17782.9318       0.8621   476.4
0.7705      -17782.0761  -17782.9623       0.8862   489.7
0.7710      -17782.0938  -17782.9747       0.8809   486.8
0.7715      -17782.0894  -17782.9655       0.8761   484.2
0.7720      -17782.0754  -17782.9357       0.8604   475.4
0.7725      -17782.1168  -17782.8937       0.7769   429.3
0.7730      -17782.1057  -17782.8460       0.7402   409.1
0.7735      -17782.1506  -17782.8023       0.6517   360.1
0.7740      -17782.1713  -17782.7725       0.6012   332.2
0.7745      -17782.1511  -17782.7640       0.6129   338.7
0.7750      -17782.1438  -17782.7778       0.6340   350.3
0.7755      -17782.1307  -17782.8089       0.6782   374.8
0.7760      -17782.1345  -17782.8558       0.7213   398.6
0.7765      -17782.1067  -17782.9116       0.8050   444.8
0.7770      -17782.1037  -17782.9645       0.8608   475.7
0.7775      -17782.1002  -17783.0029       0.9027   498.8
0.7780      -17782.0986  -17783.0211       0.9225   509.8
0.7785      -17782.0850  -17783.0162       0.9312   514.6
0.7790      -17782.0786  -17782.9901       0.9115   503.7
0.7795      -17782.0520  -17782.9458       0.8938   493.9
0.7800      -17782.0097  -17782.8916       0.8820   487.4
0.7805      -17781.9989  -17782.8336       0.8346   461.2
0.7810      -17782.0010  -17782.7836       0.7826   432.5
0.7815      -17781.9842  -17782.7486       0.7644   422.4
0.7820      -17781.9988  -17782.7331       0.7343   405.8
0.7825      -17782.0036  -17782.7388       0.7352   406.3
0.7830      -17781.9672  -17782.7636       0.7964   440.1
0.7835      -17781.9626  -17782.8013       0.8387   463.5
0.7840      -17781.9840  -17782.8442       0.8601   475.3
0.7845      -17782.0005  -17782.8837       0.8832   488.1
0.7850      -17782.0344  -17782.9131       0.8787   485.6
0.7855      -17782.0314  -17782.9296       0.8982   496.3
0.7860      -17782.0013  -17782.9291       0.9278   512.7
0.7865      -17781.9717  -17782.9104       0.9388   518.8
0.7870      -17781.9929  -17782.8759       0.8829   487.9
0.7875      -17782.0169  -17782.8332       0.8164   451.1
0.7880      -17782.0448  -17782.7920       0.7472   412.9
0.7885      -17782.0575  -17782.7570       0.6996   386.6
0.7890      -17782.0828  -17782.7355       0.6527   360.7
0.7895      -17782.0963  -17782.7370       0.6407   354.0
0.7900      -17782.1060  -17782.7614       0.6554   362.2
0.7905      -17782.0933  -17782.8009       0.7075   391.0
0.7910      -17782.0899  -17782.8474       0.7575   418.6
0.7915      -17782.1238  -17782.8894       0.7656   423.1
0.7920      -17782.1232  -17782.9188       0.7956   439.7
0.7925      -17782.1225  -17782.9325       0.8100   447.6
0.7930      -17782.1413  -17782.9308       0.7895   436.3
0.7935      -17782.1282  -17782.9147       0.7864   434.6
0.7940      -17782.0987  -17782.8854       0.7867   434.7
0.7945      -17782.1280  -17782.8478       0.7197   397.7
0.7950      -17782.1350  -17782.8112       0.6762   373.7
0.7955      -17782.1200  -17782.7781       0.6581   363.7
0.7960      -17782.1364  -17782.7565       0.6200   342.6
0.7965      -17782.1486  -17782.7512       0.6025   333.0
0.7970      -17782.1369  -17782.7648       0.6279   347.0
0.7975      -17782.1357  -17782.7928       0.6571   363.1
0.7980      -17782.1599  -17782.8321       0.6722   371.5
0.7985      -17782.1575  -17782.8754       0.7179   396.7
0.7990      -17782.1434  -17782.9156       0.7721   426.7
0.7995      -17782.1771  -17782.9448       0.7677   424.2
0.8000      -17782.1932  -17782.9576       0.7644   422.4
0.8005      -17782.1903  -17782.9523       0.7620   421.1
0.8010      -17782.1919  -17782.9293       0.7374   407.5
0.8015      -17782.1839  -17782.8926       0.7086   391.6
0.8020      -17782.1885  -17782.8468       0.6583   363.8
0.8025      -17782.1829  -17782.7998       0.6168   340.9
0.8030      -17782.1701  -17782.7606       0.5904   326.3
0.8035      -17782.1981  -17782.7346       0.5364   296.4
0.8040      -17782.2115  -17782.7263       0.5148   284.5
0.8045      -17782.2326  -17782.7368       0.5042   278.6
0.8050      -17782.2595  -17782.7626       0.5030   278.0
0.8055      -17782.2581  -17782.8005       0.5423   299.7
0.8060      -17782.2430  -17782.8441       0.6011   332.2
0.8065      -17782.2662  -17782.8815       0.6153   340.0
0.8070      -17782.2503  -17782.9064       0.6560   362.5
0.8075      -17782.2513  -17782.9124       0.6611   365.3
0.8080      -17782.2151  -17782.8988       0.6838   377.9
0.8085      -17782.2195  -17782.8676       0.6481   358.2
0.8090      -17782.1925  -17782.8246       0.6321   349.3
0.8095      -17782.2114  -17782.7782       0.5668   313.2
0.8100      -17782.2005  -17782.7355       0.5350   295.7
0.8105      -17782.1884  -17782.7012       0.5128   283.4
0.8110      -17782.1773  -17782.6825       0.5052   279.2
0.8115      -17782.1654  -17782.6853       0.5200   287.3
0.8120      -17782.1659  -17782.7097       0.5438   300.5
0.8125      -17782.1692  -17782.7493       0.5801   320.6
0.8130      -17782.1782  -17782.8026       0.6244   345.0
0.8135      -17782.1874  -17782.8622       0.6747   372.9
0.8140      -17782.2297  -17782.9160       0.6863   379.2
0.8145      -17782.2292  -17782.9596       0.7304   403.6
0.8150      -17782.2583  -17782.9873       0.7291   402.9
0.8155      -17782.2347  -17782.9952       0.7604   420.2
0.8160      -17782.2281  -17782.9829       0.7548   417.1
0.8165      -17782.2234  -17782.9516       0.7282   402.4
0.8170      -17782.2325  -17782.9070       0.6745   372.7
0.8175      -17782.2026  -17782.8596       0.6570   363.1
0.8180      -17782.1911  -17782.8200       0.6290   347.6
0.8185      -17782.1788  -17782.7967       0.6179   341.4
0.8190      -17782.1592  -17782.7962       0.6370   352.0
0.8195      -17782.1187  -17782.8171       0.6984   385.9
0.8200      -17782.1381  -17782.8523       0.7142   394.7
0.8205      -17782.1430  -17782.8955       0.7525   415.8
0.8210      -17782.0990  -17782.9366       0.8376   462.9
0.8215      -17782.1154  -17782.9662       0.8509   470.2
0.8220      -17782.0946  -17782.9756       0.8810   486.8
0.8225      -17782.0775  -17782.9608       0.8833   488.1
0.8230      -17782.0831  -17782.9210       0.8379   463.0
0.8235      -17782.1008  -17782.8623       0.7615   420.8
0.8240      -17782.1358  -17782.7941       0.6583   363.8
0.8245      -17782.1169  -17782.7269       0.6100   337.1
0.8250      -17782.1422  -17782.6687       0.5265   291.0
0.8255      -17782.1602  -17782.6263       0.4661   257.6
0.8260      -17782.1320  -17782.6045       0.4725   261.1
0.8265      -17782.1154  -17782.6040       0.4886   270.0
0.8270      -17782.1246  -17782.6207       0.4961   274.2
0.8275      -17782.1456  -17782.6544       0.5088   281.1
0.8280      -17782.1636  -17782.6983       0.5347   295.5
0.8285      -17782.1592  -17782.7456       0.5864   324.1
0.8290      -17782.1683  -17782.7840       0.6158   340.3
0.8295      -17782.1658  -17782.8059       0.6401   353.7
0.8300      -17782.1473  -17782.8055       0.6582   363.7
0.8305      -17782.1535  -17782.7782       0.6247   345.2
0.8310      -17782.1662  -17782.7284       0.5622   310.7
