Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3335      -17782.0584  -17782.8420       0.7836   433.0
0.3340      -17782.0514  -17782.8380       0.7866   434.7
0.3345      -17782.0271  -17782.8346       0.8075   446.2
0.3350      -17782.0360  -17782.8317       0.7957   439.7
0.3355      -17782.0483  -17782.8328       0.7845   433.5
0.3360      -17782.0203  -17782.8334       0.8131   449.3
0.3365      -17781.9999  -17782.8309       0.8310   459.2
0.3370      -17781.9858  -17782.8250       0.8391   463.7
0.3375      -17782.0185  -17782.8169       0.7983   441.1
0.3380      -17782.0008  -17782.8086       0.8078   446.4
0.3385      -17782.0021  -17782.8000       0.7978   440.9
0.3390      -17781.9853  -17782.7930       0.8076   446.3
0.3395      -17781.9812  -17782.7864       0.8052   445.0
0.3400      -17781.9289  -17782.7818       0.8529   471.3
0.3405      -17781.9262  -17782.7827       0.8565   473.3
0.3410      -17781.9533  -17782.7913       0.8380   463.1
0.3415      -17781.9770  -17782.8087       0.8317   459.6
0.3420      -17781.9836  -17782.8333       0.8498   469.6
0.3425      -17781.9745  -17782.8671       0.8926   493.3
0.3430      -17781.9995  -17782.9063       0.9068   501.1
0.3435      -17782.0183  -17782.9501       0.9319   514.9
0.3440      -17782.0501  -17782.9884       0.9384   518.6
0.3445      -17782.0141  -17783.0169       1.0029   554.2
0.3450      -17782.0128  -17783.0328       1.0199   563.6
0.3455      -17782.0632  -17783.0361       0.9729   537.6
0.3460      -17782.0576  -17783.0330       0.9754   539.0
0.3465      -17782.0751  -17783.0240       0.9489   524.3
0.3470      -17782.1075  -17783.0135       0.9060   500.7
0.3475      -17782.1023  -17783.0043       0.9020   498.4
0.3480      -17782.1106  -17782.9961       0.8855   489.3
0.3485      -17782.0862  -17782.9918       0.9056   500.4
0.3490      -17782.1111  -17782.9942       0.8831   488.0
0.3495      -17782.1038  -17783.0037       0.8999   497.3
0.3500      -17782.0971  -17783.0176       0.9205   508.7
0.3505      -17782.0845  -17783.0345       0.9500   525.0
0.3510      -17782.1069  -17783.0507       0.9439   521.6
0.3515      -17782.1424  -17783.0660       0.9236   510.4
0.3520      -17782.1330  -17783.0761       0.9432   521.2
0.3525      -17782.1522  -17783.0770       0.9248   511.1
0.3530      -17782.1348  -17783.0654       0.9306   514.3
0.3535      -17782.1657  -17783.0428       0.8770   484.6
0.3540      -17782.1568  -17783.0095       0.8527   471.2
0.3545      -17782.1707  -17782.9698       0.7991   441.6
0.3550      -17782.2132  -17782.9287       0.7155   395.4
0.3555      -17782.2193  -17782.8924       0.6731   371.9
0.3560      -17782.1726  -17782.8670       0.6944   383.7
0.3565      -17782.1613  -17782.8519       0.6906   381.6
0.3570      -17782.1549  -17782.8454       0.6905   381.5
0.3575      -17782.1481  -17782.8457       0.6976   385.5
0.3580      -17782.1637  -17782.8482       0.6845   378.3
0.3585      -17782.1705  -17782.8566       0.6861   379.1
0.3590      -17782.1833  -17782.8668       0.6835   377.7
0.3595      -17782.1809  -17782.8788       0.6979   385.7
0.3600      -17782.1887  -17782.8915       0.7028   388.4
0.3605      -17782.1836  -17782.9038       0.7202   398.0
0.3610      -17782.1768  -17782.9156       0.7387   408.2
0.3615      -17782.1525  -17782.9246       0.7721   426.7
0.3620      -17782.1401  -17782.9285       0.7884   435.7
0.3625      -17782.1170  -17782.9290       0.8121   448.8
0.3630      -17782.1177  -17782.9270       0.8093   447.2
0.3635      -17782.1210  -17782.9215       0.8005   442.3
0.3640      -17782.1344  -17782.9115       0.7771   429.4
0.3645      -17782.1510  -17782.8987       0.7477   413.2
0.3650      -17782.1261  -17782.8837       0.7576   418.6
0.3655      -17782.1447  -17782.8673       0.7226   399.3
0.3660      -17782.1301  -17782.8536       0.7235   399.8
0.3665      -17782.1562  -17782.8447       0.6885   380.5
0.3670      -17782.1399  -17782.8389       0.6991   386.3
0.3675      -17782.1514  -17782.8380       0.6866   379.4
0.3680      -17782.1669  -17782.8414       0.6745   372.7
0.3685      -17782.1619  -17782.8448       0.6829   377.4
0.3690      -17782.1645  -17782.8461       0.6816   376.6
0.3695      -17782.1759  -17782.8440       0.6680   369.2
0.3700      -17782.1955  -17782.8395       0.6440   355.9
0.3705      -17782.2107  -17782.8323       0.6216   343.5
0.3710      -17782.2036  -17782.8208       0.6172   341.1
0.3715      -17782.2094  -17782.8089       0.5996   331.3
0.3720      -17782.2358  -17782.7971       0.5613   310.2
0.3725      -17782.2196  -17782.7858       0.5662   312.9
0.3730      -17782.2533  -17782.7731       0.5198   287.2
0.3735      -17782.2378  -17782.7612       0.5234   289.2
0.3740      -17782.2390  -17782.7515       0.5126   283.2
0.3745      -17782.2521  -17782.7464       0.4943   273.1
0.3750      -17782.2556  -17782.7446       0.4890   270.2
0.3755      -17782.2571  -17782.7470       0.4898   270.7
0.3760      -17782.2445  -17782.7540       0.5095   281.6
0.3765      -17782.2419  -17782.7673       0.5255   290.4
0.3770      -17782.2210  -17782.7876       0.5666   313.1
0.3775      -17782.2211  -17782.8150       0.5939   328.2
0.3780      -17782.2271  -17782.8454       0.6183   341.7
0.3785      -17782.2226  -17782.8784       0.6558   362.4
0.3790      -17782.2456  -17782.9100       0.6645   367.2
0.3795      -17782.2572  -17782.9376       0.6804   376.0
0.3800      -17782.2503  -17782.9610       0.7107   392.7
0.3805      -17782.2672  -17782.9794       0.7122   393.5
0.3810      -17782.2549  -17782.9915       0.7366   407.1
0.3815      -17782.2653  -17782.9977       0.7324   404.7
0.3820      -17782.2710  -17782.9995       0.7285   402.6
0.3825      -17782.2916  -17782.9966       0.7050   389.6
0.3830      -17782.3420  -17782.9918       0.6498   359.1
0.3835      -17782.3283  -17782.9887       0.6604   364.9
0.3840      -17782.3446  -17782.9905       0.6459   356.9
0.3845      -17782.3325  -17783.0000       0.6675   368.9
0.3850      -17782.3142  -17783.0167       0.7026   388.2
0.3855      -17782.3003  -17783.0419       0.7417   409.8
0.3860      -17782.3599  -17783.0718       0.7119   393.4
0.3865      -17782.3596  -17783.1041       0.7445   411.4
0.3870      -17782.3717  -17783.1351       0.7634   421.9
0.3875      -17782.3829  -17783.1626       0.7798   430.9
0.3880      -17782.4180  -17783.1848       0.7668   423.7
0.3885      -17782.4629  -17783.2000       0.7371   407.3
0.3890      -17782.4710  -17783.2092       0.7382   407.9
0.3895      -17782.4651  -17783.2120       0.7469   412.7
0.3900      -17782.4901  -17783.2112       0.7212   398.5
0.3905      -17782.5311  -17783.2070       0.6759   373.5
0.3910      -17782.5517  -17783.2007       0.6490   358.6
0.3915      -17782.5507  -17783.1923       0.6416   354.6
0.3920      -17782.5688  -17783.1839       0.6151   339.9
0.3925      -17782.5995  -17783.1757       0.5762   318.4
0.3930      -17782.5991  -17783.1677       0.5686   314.2
0.3935      -17782.6351  -17783.1606       0.5255   290.4
0.3940      -17782.6433  -17783.1558       0.5125   283.2
0.3945      -17782.6386  -17783.1559       0.5173   285.9
0.3950      -17782.6227  -17783.1598       0.5371   296.8
0.3955      -17782.6132  -17783.1642       0.5511   304.5
0.3960      -17782.6275  -17783.1674       0.5399   298.3
0.3965      -17782.6061  -17783.1695       0.5634   311.3
0.3970      -17782.6098  -17783.1710       0.5611   310.1
0.3975      -17782.5840  -17783.1712       0.5872   324.5
0.3980      -17782.5568  -17783.1707       0.6139   339.2
0.3985      -17782.5682  -17783.1713       0.6031   333.3
0.3990      -17782.5797  -17783.1713       0.5917   327.0
0.3995      -17782.5943  -17783.1731       0.5788   319.8
0.4000      -17782.5955  -17783.1769       0.5814   321.3
0.4005      -17782.5840  -17783.1807       0.5968   329.8
0.4010      -17782.5831  -17783.1839       0.6008   332.0
0.4015      -17782.5627  -17783.1851       0.6223   343.9
0.4020      -17782.5410  -17783.1857       0.6446   356.2
0.4025      -17782.5308  -17783.1818       0.6510   359.7
0.4030      -17782.5485  -17783.1753       0.6268   346.4
0.4035      -17782.5300  -17783.1659       0.6359   351.4
0.4040      -17782.5248  -17783.1547       0.6299   348.1
0.4045      -17782.5544  -17783.1454       0.5910   326.6
0.4050      -17782.5897  -17783.1371       0.5474   302.5
0.4055      -17782.5930  -17783.1301       0.5370   296.8
0.4060      -17782.5895  -17783.1259       0.5364   296.4
0.4065      -17782.6171  -17783.1280       0.5109   282.3
0.4070      -17782.6221  -17783.1335       0.5114   282.6
0.4075      -17782.6438  -17783.1410       0.4972   274.7
0.4080      -17782.6351  -17783.1482       0.5130   283.5
0.4085      -17782.6452  -17783.1546       0.5094   281.5
0.4090      -17782.6186  -17783.1575       0.5388   297.8
0.4095      -17782.6126  -17783.1563       0.5437   300.4
0.4100      -17782.6035  -17783.1497       0.5463   301.9
0.4105      -17782.5959  -17783.1398       0.5438   300.5
0.4110      -17782.5576  -17783.1279       0.5703   315.2
0.4115      -17782.5553  -17783.1158       0.5604   309.7
0.4120      -17782.5744  -17783.1043       0.5299   292.8
0.4125      -17782.5670  -17783.0952       0.5282   291.9
0.4130      -17782.5477  -17783.0919       0.5442   300.7
0.4135      -17782.5555  -17783.0958       0.5403   298.6
0.4140      -17782.5293  -17783.1082       0.5789   319.9
0.4145      -17782.4916  -17783.1278       0.6363   351.6
0.4150      -17782.4637  -17783.1533       0.6896   381.1
0.4155      -17782.4916  -17783.1827       0.6911   381.9
0.4160      -17782.5204  -17783.2094       0.6890   380.7
0.4165      -17782.4909  -17783.2312       0.7403   409.1
0.4170      -17782.4561  -17783.2467       0.7906   436.9
0.4175      -17782.4667  -17783.2542       0.7875   435.2
0.4180      -17782.4306  -17783.2518       0.8212   453.8
0.4185      -17782.4452  -17783.2422       0.7970   440.4
0.4190      -17782.4522  -17783.2255       0.7732   427.3
0.4195      -17782.4454  -17783.2038       0.7584   419.1
0.4200      -17782.4591  -17783.1785       0.7194   397.5
0.4205      -17782.4641  -17783.1538       0.6897   381.1
0.4210      -17782.4675  -17783.1344       0.6669   368.5
0.4215      -17782.4575  -17783.1208       0.6633   366.5
0.4220      -17782.4682  -17783.1102       0.6421   354.8
0.4225      -17782.4922  -17783.1038       0.6116   338.0
0.4230      -17782.4775  -17783.1025       0.6249   345.3
0.4235      -17782.4704  -17783.1043       0.6339   350.3
0.4240      -17782.4575  -17783.1055       0.6480   358.1
0.4245      -17782.4677  -17783.1049       0.6372   352.1
0.4250      -17782.4440  -17783.1035       0.6596   364.5
0.4255      -17782.4641  -17783.0970       0.6330   349.8
0.4260      -17782.4487  -17783.0871       0.6385   352.8
0.4265      -17782.4346  -17783.0744       0.6398   353.6
0.4270      -17782.4613  -17783.0595       0.5981   330.5
0.4275      -17782.4501  -17783.0435       0.5933   327.9
0.4280      -17782.4651  -17783.0281       0.5630   311.1
0.4285      -17782.4353  -17783.0112       0.5759   318.3
0.4290      -17782.4108  -17782.9935       0.5827   322.0
0.4295      -17782.3959  -17782.9768       0.5810   321.0
0.4300      -17782.3593  -17782.9647       0.6053   334.5
0.4305      -17782.3686  -17782.9571       0.5885   325.2
0.4310      -17782.3421  -17782.9508       0.6088   336.4
0.4315      -17782.3405  -17782.9459       0.6055   334.6
0.4320      -17782.3308  -17782.9434       0.6126   338.5
0.4325      -17782.3495  -17782.9431       0.5936   328.0
0.4330      -17782.3274  -17782.9428       0.6155   340.1
0.4335      -17782.3212  -17782.9418       0.6206   342.9
0.4340      -17782.3144  -17782.9368       0.6223   343.9
0.4345      -17782.3304  -17782.9296       0.5992   331.1
0.4350      -17782.3190  -17782.9229       0.6038   333.7
0.4355      -17782.3088  -17782.9152       0.6064   335.1
0.4360      -17782.3084  -17782.9073       0.5989   330.9
0.4365      -17782.3309  -17782.9011       0.5703   315.1
0.4370      -17782.3432  -17782.8965       0.5533   305.7
0.4375      -17782.3683  -17782.8931       0.5248   290.0
0.4380      -17782.3628  -17782.8898       0.5270   291.2
0.4385      -17782.3704  -17782.8875       0.5171   285.8
0.4390      -17782.3730  -17782.8864       0.5134   283.7
0.4395      -17782.3972  -17782.8856       0.4884   269.9
0.4400      -17782.4075  -17782.8864       0.4790   264.7
0.4405      -17782.3779  -17782.8892       0.5113   282.6
0.4410      -17782.3730  -17782.8922       0.5192   286.9
0.4415      -17782.3711  -17782.8947       0.5236   289.3
0.4420      -17782.3570  -17782.8987       0.5416   299.3
0.4425      -17782.3497  -17782.9039       0.5542   306.3
0.4430      -17782.3209  -17782.9078       0.5870   324.4
0.4435      -17782.3129  -17782.9120       0.5991   331.1
0.4440      -17782.3271  -17782.9168       0.5896   325.8
0.4445      -17782.3055  -17782.9248       0.6192   342.2
0.4450      -17782.3137  -17782.9366       0.6229   344.2
0.4455      -17782.2999  -17782.9494       0.6495   358.9
0.4460      -17782.2807  -17782.9603       0.6796   375.5
0.4465      -17782.2614  -17782.9699       0.7085   391.5
0.4470      -17782.2772  -17782.9757       0.6985   386.0
0.4475      -17782.2715  -17782.9752       0.7038   388.9
0.4480      -17782.3068  -17782.9697       0.6628   366.3
0.4485      -17782.3278  -17782.9595       0.6317   349.1
0.4490      -17782.3190  -17782.9447       0.6257   345.7
0.4495      -17782.3058  -17782.9264       0.6206   342.9
0.4500      -17782.3153  -17782.9042       0.5890   325.5
0.4505      -17782.3116  -17782.8841       0.5725   316.3
0.4510      -17782.3237  -17782.8688       0.5451   301.2
0.4515      -17782.3424  -17782.8611       0.5188   286.7
0.4520      -17782.3453  -17782.8630       0.5178   286.1
0.4525      -17782.2952  -17782.8728       0.5777   319.2
0.4530      -17782.2792  -17782.8883       0.6090   336.5
0.4535      -17782.2790  -17782.9070       0.6280   347.0
0.4540      -17782.2796  -17782.9271       0.6475   357.8
0.4545      -17782.2717  -17782.9486       0.6769   374.0
0.4550      -17782.2786  -17782.9682       0.6896   381.0
0.4555      -17782.2670  -17782.9874       0.7204   398.1
0.4560      -17782.2817  -17783.0042       0.7226   399.3
0.4565      -17782.2749  -17783.0164       0.7415   409.7
0.4570      -17782.2666  -17783.0201       0.7535   416.4
0.4575      -17782.2702  -17783.0169       0.7467   412.6
0.4580      -17782.2776  -17783.0071       0.7296   403.2
0.4585      -17782.2742  -17782.9928       0.7186   397.1
0.4590      -17782.2704  -17782.9748       0.7044   389.3
0.4595      -17782.2436  -17782.9597       0.7161   395.7
0.4600      -17782.2339  -17782.9468       0.7130   394.0
0.4605      -17782.2078  -17782.9404       0.7326   404.8
0.4610      -17782.2131  -17782.9427       0.7297   403.2
0.4615      -17782.1937  -17782.9528       0.7592   419.5
0.4620      -17782.1996  -17782.9709       0.7713   426.2
0.4625      -17782.2020  -17782.9917       0.7897   436.4
0.4630      -17782.1885  -17783.0120       0.8235   455.0
0.4635      -17782.2113  -17783.0290       0.8177   451.9
0.4640      -17782.2475  -17783.0388       0.7913   437.3
0.4645      -17782.2534  -17783.0385       0.7852   433.9
0.4650      -17782.2399  -17783.0289       0.7890   436.0
0.4655      -17782.2192  -17783.0106       0.7913   437.3
0.4660      -17782.1909  -17782.9832       0.7924   437.9
0.4665      -17782.2337  -17782.9496       0.7159   395.6
0.4670      -17782.2441  -17782.9118       0.6677   369.0
0.4675      -17782.2636  -17782.8757       0.6121   338.3
0.4680      -17782.2625  -17782.8441       0.5816   321.4
0.4685      -17782.2759  -17782.8199       0.5439   300.6
0.4690      -17782.2844  -17782.8050       0.5206   287.7
0.4695      -17782.3010  -17782.7988       0.4978   275.1
0.4700      -17782.3085  -17782.8020       0.4935   272.7
0.4705      -17782.3052  -17782.8121       0.5068   280.1
0.4710      -17782.2783  -17782.8281       0.5497   303.8
0.4715      -17782.2838  -17782.8471       0.5633   311.3
0.4720      -17782.2719  -17782.8670       0.5951   328.8
0.4725      -17782.2754  -17782.8846       0.6092   336.7
0.4730      -17782.2935  -17782.8966       0.6030   333.2
0.4735      -17782.2873  -17782.9008       0.6135   339.0
0.4740      -17782.2933  -17782.8955       0.6023   332.8
0.4745      -17782.2878  -17782.8823       0.5945   328.5
0.4750      -17782.2789  -17782.8631       0.5841   322.8
0.4755      -17782.2528  -17782.8386       0.5858   323.7
0.4760      -17782.2364  -17782.8129       0.5765   318.6
0.4765      -17782.2117  -17782.7905       0.5788   319.9
0.4770      -17782.2494  -17782.7729       0.5235   289.3
0.4775      -17782.2498  -17782.7620       0.5122   283.0
0.4780      -17782.2523  -17782.7592       0.5068   280.1
0.4785      -17782.2454  -17782.7657       0.5204   287.6
0.4790      -17782.2365  -17782.7802       0.5437   300.4
0.4795      -17782.2580  -17782.7973       0.5393   298.0
0.4800      -17782.2861  -17782.8194       0.5332   294.7
0.4805      -17782.2956  -17782.8420       0.5463   301.9
0.4810      -17782.2785  -17782.8639       0.5854   323.5
0.4815      -17782.2800  -17782.8829       0.6029   333.1
0.4820      -17782.2751  -17782.8965       0.6214   343.4
0.4825      -17782.2836  -17782.9024       0.6187   341.9
0.4830      -17782.3127  -17782.8993       0.5866   324.2
0.4835      -17782.2712  -17782.8903       0.6191   342.1
0.4840      -17782.2955  -17782.8761       0.5806   320.8
0.4845      -17782.3229  -17782.8561       0.5332   294.6
0.4850      -17782.3431  -17782.8327       0.4896   270.6
0.4855      -17782.3720  -17782.8115       0.4395   242.9
0.4860      -17782.3649  -17782.7960       0.4311   238.2
0.4865      -17782.3732  -17782.7886       0.4154   229.5
0.4870      -17782.3449  -17782.7889       0.4440   245.4
0.4875      -17782.3370  -17782.7981       0.4611   254.8
0.4880      -17782.3328  -17782.8139       0.4811   265.8
0.4885      -17782.3215  -17782.8369       0.5154   284.8
0.4890      -17782.3189  -17782.8656       0.5467   302.1
0.4895      -17782.3297  -17782.8950       0.5652   312.3
0.4900      -17782.3408  -17782.9217       0.5809   321.0
0.4905      -17782.3410  -17782.9445       0.6035   333.5
0.4910      -17782.3137  -17782.9633       0.6496   359.0
0.4915      -17782.3360  -17782.9771       0.6411   354.3
0.4920      -17782.3708  -17782.9858       0.6150   339.8
0.4925      -17782.4060  -17782.9918       0.5858   323.7
0.4930      -17782.4144  -17782.9944       0.5800   320.5
0.4935      -17782.4284  -17782.9936       0.5652   312.3
0.4940      -17782.4587  -17782.9924       0.5337   294.9
0.4945      -17782.4437  -17782.9935       0.5498   303.8
0.4950      -17782.4452  -17782.9954       0.5502   304.1
0.4955      -17782.4505  -17783.0000       0.5495   303.7
0.4960      -17782.4444  -17783.0073       0.5630   311.1
0.4965      -17782.4342  -17783.0145       0.5803   320.7
0.4970      -17782.4266  -17783.0256       0.5990   331.0
0.4975      -17782.4179  -17783.0376       0.6197   342.5
0.4980      -17782.3942  -17783.0491       0.6548   361.9
0.4985      -17782.4078  -17783.0601       0.6524   360.5
0.4990      -17782.4314  -17783.0674       0.6360   351.4
0.4995      -17782.4365  -17783.0717       0.6352   351.0
0.5000      -17782.4291  -17783.0724       0.6434   355.5
0.5005      -17782.4194  -17783.0693       0.6499   359.1
0.5010      -17782.4558  -17783.0633       0.6075   335.7
0.5015      -17782.4744  -17783.0552       0.5807   320.9
0.5020      -17782.4680  -17783.0463       0.5783   319.6
0.5025      -17782.4818  -17783.0378       0.5560   307.3
0.5030      -17782.4524  -17783.0276       0.5752   317.8
0.5035      -17782.4584  -17783.0167       0.5583   308.5
0.5040      -17782.4771  -17783.0055       0.5284   292.0
0.5045      -17782.4603  -17782.9958       0.5355   295.9
0.5050      -17782.4643  -17782.9874       0.5230   289.0
0.5055      -17782.4448  -17782.9803       0.5355   295.9
0.5060      -17782.4695  -17782.9766       0.5071   280.2
0.5065      -17782.4730  -17782.9765       0.5035   278.3
0.5070      -17782.4931  -17782.9786       0.4856   268.3
0.5075      -17782.5005  -17782.9831       0.4826   266.7
0.5080      -17782.5381  -17782.9908       0.4527   250.2
0.5085      -17782.5454  -17783.0021       0.4567   252.3
0.5090      -17782.5577  -17783.0134       0.4558   251.8
0.5095      -17782.5863  -17783.0259       0.4396   242.9
0.5100      -17782.5633  -17783.0377       0.4744   262.1
0.5105      -17782.5470  -17783.0496       0.5027   277.8
0.5110      -17782.5578  -17783.0601       0.5023   277.6
0.5115      -17782.5745  -17783.0680       0.4935   272.7
0.5120      -17782.5864  -17783.0748       0.4884   269.9
0.5125      -17782.5861  -17783.0802       0.4941   273.0
0.5130      -17782.5784  -17783.0845       0.5060   279.6
0.5135      -17782.5562  -17783.0886       0.5324   294.2
0.5140      -17782.5555  -17783.0925       0.5370   296.8
0.5145      -17782.5899  -17783.0980       0.5081   280.8
0.5150      -17782.5915  -17783.1058       0.5143   284.2
0.5155      -17782.6095  -17783.1133       0.5038   278.4
0.5160      -17782.5983  -17783.1206       0.5223   288.6
0.5165      -17782.6192  -17783.1256       0.5064   279.8
0.5170      -17782.6464  -17783.1265       0.4801   265.3
0.5175      -17782.6570  -17783.1248       0.4678   258.5
0.5180      -17782.6480  -17783.1203       0.4723   261.0
0.5185      -17782.6680  -17783.1139       0.4459   246.4
0.5190      -17782.6484  -17783.1072       0.4588   253.5
0.5195      -17782.6337  -17783.1001       0.4663   257.7
0.5200      -17782.5922  -17783.0927       0.5005   276.6
0.5205      -17782.6038  -17783.0872       0.4833   267.1
0.5210      -17782.6043  -17783.0843       0.4799   265.2
0.5215      -17782.6034  -17783.0842       0.4807   265.6
0.5220      -17782.6222  -17783.0883       0.4661   257.6
0.5225      -17782.6071  -17783.0973       0.4902   270.9
0.5230      -17782.5897  -17783.1114       0.5218   288.3
0.5235      -17782.6040  -17783.1290       0.5251   290.2
0.5240      -17782.6037  -17783.1475       0.5438   300.5
0.5245      -17782.6051  -17783.1649       0.5599   309.4
0.5250      -17782.5874  -17783.1783       0.5908   326.5
0.5255      -17782.6232  -17783.1853       0.5621   310.6
0.5260      -17782.6370  -17783.1869       0.5499   303.9
0.5265      -17782.6238  -17783.1836       0.5598   309.3
0.5270      -17782.5951  -17783.1749       0.5798   320.4
0.5275      -17782.5765  -17783.1619       0.5854   323.5
0.5280      -17782.5967  -17783.1468       0.5501   304.0
0.5285      -17782.6187  -17783.1315       0.5128   283.4
0.5290      -17782.6179  -17783.1192       0.5013   277.0
0.5295      -17782.6061  -17783.1125       0.5064   279.8
0.5300      -17782.6300  -17783.1096       0.4796   265.0
0.5305      -17782.6066  -17783.1116       0.5050   279.1
0.5310      -17782.6228  -17783.1155       0.4926   272.2
0.5315      -17782.5854  -17783.1240       0.5386   297.6
0.5320      -17782.5772  -17783.1344       0.5572   307.9
0.5325      -17782.5418  -17783.1444       0.6026   333.0
0.5330      -17782.5268  -17783.1533       0.6265   346.2
0.5335      -17782.5108  -17783.1599       0.6490   358.6
0.5340      -17782.5164  -17783.1625       0.6461   357.0
0.5345      -17782.5440  -17783.1599       0.6158   340.3
0.5350      -17782.5333  -17783.1516       0.6183   341.7
0.5355      -17782.5328  -17783.1384       0.6055   334.6
0.5360      -17782.5126  -17783.1213       0.6088   336.4
0.5365      -17782.5090  -17783.1010       0.5920   327.1
0.5370      -17782.4965  -17783.0785       0.5820   321.6
0.5375      -17782.4985  -17783.0562       0.5577   308.2
0.5380      -17782.4876  -17783.0364       0.5489   303.3
0.5385      -17782.4866  -17783.0206       0.5340   295.1
0.5390      -17782.4816  -17783.0079       0.5263   290.8
0.5395      -17782.4941  -17782.9994       0.5053   279.3
0.5400      -17782.4970  -17782.9964       0.4994   276.0
0.5405      -17782.5211  -17782.9975       0.4763   263.2
0.5410      -17782.5308  -17782.9992       0.4684   258.8
0.5415      -17782.5213  -17783.0047       0.4834   267.1
0.5420      -17782.5479  -17783.0122       0.4643   256.6
0.5425      -17782.5728  -17783.0205       0.4477   247.4
0.5430      -17782.5618  -17783.0301       0.4683   258.8
0.5435      -17782.5777  -17783.0405       0.4628   255.8
0.5440      -17782.5625  -17783.0513       0.4887   270.1
0.5445      -17782.5722  -17783.0595       0.4873   269.3
0.5450      -17782.5320  -17783.0657       0.5337   294.9
0.5455      -17782.5242  -17783.0703       0.5461   301.8
0.5460      -17782.5343  -17783.0733       0.5390   297.8
0.5465      -17782.5062  -17783.0725       0.5663   312.9
0.5470      -17782.5181  -17783.0686       0.5505   304.2
0.5475      -17782.4942  -17783.0623       0.5681   313.9
0.5480      -17782.5401  -17783.0556       0.5155   284.9
0.5485      -17782.5087  -17783.0492       0.5404   298.6
0.5490      -17782.5011  -17783.0442       0.5431   300.1
0.5495      -17782.4820  -17783.0419       0.5599   309.4
0.5500      -17782.4826  -17783.0423       0.5596   309.3
0.5505      -17782.4701  -17783.0424       0.5723   316.2
0.5510      -17782.4848  -17783.0443       0.5595   309.2
0.5515      -17782.4633  -17783.0476       0.5843   322.9
0.5520      -17782.4677  -17783.0519       0.5842   322.8
0.5525      -17782.4780  -17783.0545       0.5765   318.6
0.5530      -17782.4602  -17783.0544       0.5942   328.3
0.5535      -17782.4305  -17783.0504       0.6199   342.6
0.5540      -17782.4626  -17783.0421       0.5794   320.2
0.5545      -17782.4661  -17783.0290       0.5630   311.1
0.5550      -17782.5048  -17783.0137       0.5089   281.2
0.5555      -17782.5031  -17782.9972       0.4941   273.1
0.5560      -17782.4989  -17782.9802       0.4813   266.0
0.5565      -17782.4860  -17782.9614       0.4754   262.7
0.5570      -17782.5070  -17782.9446       0.4376   241.8
0.5575      -17782.5295  -17782.9314       0.4018   222.0
0.5580      -17782.5428  -17782.9230       0.3802   210.1
0.5585      -17782.5756  -17782.9182       0.3427   189.4
0.5590      -17782.5622  -17782.9201       0.3579   197.8
0.5595      -17782.5541  -17782.9264       0.3723   205.7
0.5600      -17782.5694  -17782.9349       0.3655   202.0
0.5605      -17782.5845  -17782.9442       0.3597   198.8
0.5610      -17782.5879  -17782.9540       0.3662   202.3
0.5615      -17782.5593  -17782.9646       0.4052   223.9
0.5620      -17782.5244  -17782.9751       0.4507   249.0
0.5625      -17782.5286  -17782.9836       0.4550   251.4
0.5630      -17782.5313  -17782.9907       0.4594   253.9
0.5635      -17782.5368  -17782.9981       0.4614   254.9
0.5640      -17782.5140  -17783.0059       0.4918   271.8
0.5645      -17782.5182  -17783.0123       0.4942   273.1
0.5650      -17782.4989  -17783.0169       0.5180   286.2
0.5655      -17782.5135  -17783.0188       0.5052   279.2
0.5660      -17782.5492  -17783.0188       0.4696   259.5
0.5665      -17782.5499  -17783.0177       0.4678   258.5
0.5670      -17782.5781  -17783.0173       0.4391   242.6
0.5675      -17782.5635  -17783.0174       0.4538   250.8
0.5680      -17782.5574  -17783.0167       0.4593   253.8
0.5685      -17782.5522  -17783.0182       0.4660   257.5
0.5690      -17782.5359  -17783.0217       0.4858   268.5
0.5695      -17782.5438  -17783.0287       0.4849   268.0
0.5700      -17782.5384  -17783.0363       0.4979   275.1
0.5705      -17782.5430  -17783.0441       0.5011   276.9
0.5710      -17782.5302  -17783.0516       0.5214   288.1
0.5715      -17782.5185  -17783.0627       0.5442   300.7
0.5720      -17782.5199  -17783.0772       0.5573   307.9
0.5725      -17782.5161  -17783.0942       0.5781   319.5
0.5730      -17782.5409  -17783.1133       0.5724   316.3
0.5735      -17782.5246  -17783.1323       0.6077   335.8
0.5740      -17782.5523  -17783.1499       0.5976   330.2
0.5745      -17782.5683  -17783.1647       0.5964   329.5
0.5750      -17782.5684  -17783.1784       0.6100   337.1
0.5755      -17782.5690  -17783.1883       0.6192   342.2
0.5760      -17782.5425  -17783.1945       0.6520   360.3
0.5765      -17782.5130  -17783.1969       0.6839   377.9
0.5770      -17782.5496  -17783.1955       0.6460   357.0
0.5775      -17782.5298  -17783.1896       0.6599   364.6
0.5780      -17782.5555  -17783.1808       0.6253   345.5
0.5785      -17782.5193  -17783.1705       0.6512   359.9
0.5790      -17782.4988  -17783.1575       0.6587   364.0
0.5795      -17782.4828  -17783.1424       0.6596   364.5
0.5800      -17782.4967  -17783.1247       0.6280   347.1
0.5805      -17782.4905  -17783.1060       0.6155   340.1
0.5810      -17782.5003  -17783.0881       0.5878   324.8
0.5815      -17782.4699  -17783.0702       0.6003   331.7
0.5820      -17782.4846  -17783.0529       0.5683   314.0
