Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3995      -53112.2372  -53113.5286       1.2914   277.5
0.4000      -53112.2690  -53113.6409       1.3719   294.8
0.4005      -53112.2790  -53113.7325       1.4535   312.3
0.4010      -53112.2505  -53113.7828       1.5323   329.3
0.4015      -53112.1568  -53113.7815       1.6246   349.1
0.4020      -53112.1504  -53113.7312       1.5809   339.7
0.4025      -53112.1604  -53113.6588       1.4985   322.0
0.4030      -53112.1460  -53113.6062       1.4602   313.8
0.4035      -53112.1335  -53113.5962       1.4627   314.3
0.4040      -53112.1533  -53113.6489       1.4955   321.4
0.4045      -53112.2115  -53113.7405       1.5290   328.6
0.4050      -53112.1941  -53113.8254       1.6313   350.6
0.4055      -53112.2220  -53113.8650       1.6430   353.1
0.4060      -53112.1889  -53113.8443       1.6553   355.7
0.4065      -53112.1698  -53113.7732       1.6034   344.6
0.4070      -53112.1452  -53113.6735       1.5283   328.4
0.4075      -53112.1374  -53113.5801       1.4427   310.0
0.4080      -53112.1210  -53113.5086       1.3876   298.2
0.4085      -53112.1298  -53113.4756       1.3458   289.2
0.4090      -53112.1436  -53113.4829       1.3393   287.8
0.4095      -53112.1270  -53113.5265       1.3995   300.8
0.4100      -53112.1568  -53113.5956       1.4388   309.2
0.4105      -53112.1564  -53113.6701       1.5137   325.3
0.4110      -53112.2280  -53113.7301       1.5021   322.8
0.4115      -53112.2622  -53113.7628       1.5006   322.5
0.4120      -53112.1969  -53113.7617       1.5648   336.3
0.4125      -53112.2367  -53113.7304       1.4937   321.0
0.4130      -53112.2578  -53113.6909       1.4330   308.0
0.4135      -53112.2166  -53113.6692       1.4525   312.1
0.4140      -53112.1929  -53113.6811       1.4883   319.8
0.4145      -53112.2120  -53113.7304       1.5184   326.3
0.4150      -53112.2137  -53113.8056       1.5919   342.1
0.4155      -53112.2676  -53113.8731       1.6055   345.0
0.4160      -53112.2153  -53113.9084       1.6931   363.8
0.4165      -53112.2430  -53113.9006       1.6576   356.2
0.4170      -53112.2317  -53113.8555       1.6239   349.0
0.4175      -53112.2503  -53113.7879       1.5376   330.4
0.4180      -53112.2318  -53113.7202       1.4884   319.9
0.4185      -53112.1960  -53113.6527       1.4566   313.0
0.4190      -53112.1751  -53113.5979       1.4228   305.8
0.4195      -53112.2335  -53113.5692       1.3357   287.0
0.4200      -53112.2036  -53113.5700       1.3664   293.6
0.4205      -53112.1804  -53113.5919       1.4115   303.3
0.4210      -53112.1732  -53113.6225       1.4493   311.4
0.4215      -53112.1980  -53113.6425       1.4444   310.4
0.4220      -53112.2127  -53113.6437       1.4310   307.5
0.4225      -53112.2241  -53113.6268       1.4027   301.4
0.4230      -53112.2401  -53113.6000       1.3599   292.2
0.4235      -53112.2595  -53113.5633       1.3038   280.2
0.4240      -53112.2583  -53113.5308       1.2724   273.4
0.4245      -53112.2413  -53113.5292       1.2879   276.8
0.4250      -53112.2340  -53113.5641       1.3301   285.8
0.4255      -53112.2034  -53113.6415       1.4381   309.1
0.4260      -53112.1956  -53113.7409       1.5453   332.1
0.4265      -53112.2141  -53113.8287       1.6146   347.0
0.4270      -53112.1878  -53113.8768       1.6890   363.0
0.4275      -53112.1890  -53113.8749       1.6859   362.3
0.4280      -53112.1829  -53113.8354       1.6526   355.1
0.4285      -53112.2310  -53113.7864       1.5555   334.3
0.4290      -53112.1970  -53113.7424       1.5454   332.1
0.4295      -53112.2203  -53113.7210       1.5007   322.5
0.4300      -53112.2270  -53113.7326       1.5056   323.6
0.4305      -53112.2439  -53113.7793       1.5354   330.0
0.4310      -53112.2498  -53113.8533       1.6035   344.6
0.4315      -53112.2694  -53113.9266       1.6572   356.1
0.4320      -53112.2827  -53113.9743       1.6916   363.5
0.4325      -53112.2798  -53113.9764       1.6966   364.6
0.4330      -53112.2284  -53113.9262       1.6977   364.8
0.4335      -53112.2212  -53113.8330       1.6119   346.4
0.4340      -53112.2322  -53113.7204       1.4882   319.8
0.4345      -53112.1776  -53113.6372       1.4596   313.7
0.4350      -53112.1585  -53113.6197       1.4613   314.0
0.4355      -53112.2104  -53113.6795       1.4691   315.7
0.4360      -53112.1650  -53113.7921       1.6271   349.7
0.4365      -53112.1819  -53113.8941       1.7122   367.9
0.4370      -53112.1941  -53113.9422       1.7481   375.7
0.4375      -53112.2507  -53113.9224       1.6717   359.2
0.4380      -53112.2280  -53113.8494       1.6214   348.4
0.4385      -53112.2386  -53113.7359       1.4973   321.8
0.4390      -53112.1946  -53113.6179       1.4234   305.9
0.4395      -53112.1850  -53113.5312       1.3462   289.3
0.4400      -53112.2009  -53113.5031       1.3022   279.9
0.4405      -53112.2053  -53113.5398       1.3345   286.8
0.4410      -53112.1675  -53113.6274       1.4599   313.7
0.4415      -53112.1377  -53113.7372       1.5995   343.7
0.4420      -53112.1040  -53113.8313       1.7272   371.2
0.4425      -53112.0678  -53113.8815       1.8137   389.8
0.4430      -53112.0627  -53113.8684       1.8058   388.1
0.4435      -53112.0637  -53113.7847       1.7210   369.8
0.4440      -53112.0472  -53113.6583       1.6110   346.2
0.4445      -53112.0804  -53113.5296       1.4492   311.4
0.4450      -53112.1028  -53113.4367       1.3339   286.6
0.4455      -53112.1228  -53113.4017       1.2789   274.8
0.4460      -53112.1721  -53113.4262       1.2541   269.5
0.4465      -53112.1395  -53113.5016       1.3621   292.7
0.4470      -53112.1796  -53113.5823       1.4027   301.4
0.4475      -53112.1783  -53113.6350       1.4567   313.1
0.4480      -53112.1321  -53113.6363       1.5042   323.3
0.4485      -53112.1352  -53113.5880       1.4528   312.2
0.4490      -53112.1770  -53113.5119       1.3349   286.9
0.4495      -53112.1373  -53113.4444       1.3071   280.9
0.4500      -53112.1679  -53113.4077       1.2397   266.4
0.4505      -53112.1332  -53113.4113       1.2781   274.7
0.4510      -53112.1051  -53113.4562       1.3511   290.4
0.4515      -53112.1040  -53113.5439       1.4399   309.4
0.4520      -53112.0799  -53113.6567       1.5768   338.9
0.4525      -53112.0112  -53113.7667       1.7555   377.3
0.4530      -53112.0698  -53113.8509       1.7811   382.8
0.4535      -53112.0889  -53113.8953       1.8064   388.2
0.4540      -53112.1425  -53113.8962       1.7537   376.9
0.4545      -53112.1599  -53113.8633       1.7035   366.1
0.4550      -53112.2108  -53113.8072       1.5964   343.1
0.4555      -53112.2299  -53113.7620       1.5321   329.2
0.4560      -53112.2287  -53113.7539       1.5252   327.8
0.4565      -53112.1896  -53113.7862       1.5967   343.1
0.4570      -53112.1533  -53113.8431       1.6898   363.1
0.4575      -53112.1561  -53113.9060       1.7499   376.1
0.4580      -53112.1226  -53113.9328       1.8102   389.0
0.4585      -53112.1360  -53113.9084       1.7724   380.9
0.4590      -53112.1648  -53113.8314       1.6667   358.2
0.4595      -53112.1505  -53113.7297       1.5792   339.4
0.4600      -53112.1524  -53113.6292       1.4767   317.3
0.4605      -53112.1792  -53113.5472       1.3680   294.0
0.4610      -53112.1632  -53113.5105       1.3472   289.5
0.4615      -53112.1725  -53113.5117       1.3392   287.8
0.4620      -53112.1152  -53113.5420       1.4268   306.6
0.4625      -53112.1405  -53113.5909       1.4505   311.7
0.4630      -53112.0831  -53113.6578       1.5747   338.4
0.4635      -53112.0391  -53113.7325       1.6934   363.9
0.4640      -53112.0771  -53113.7892       1.7121   367.9
0.4645      -53112.0571  -53113.8072       1.7501   376.1
0.4650      -53112.0395  -53113.7732       1.7337   372.6
0.4655      -53112.0352  -53113.7052       1.6700   358.9
0.4660      -53112.0752  -53113.6308       1.5556   334.3
0.4665      -53112.0404  -53113.5889       1.5485   332.8
0.4670      -53112.0097  -53113.6139       1.6042   344.7
0.4675      -53112.0623  -53113.7055       1.6432   353.1
0.4680      -53112.0098  -53113.8286       1.8188   390.9
0.4685      -53111.9950  -53113.9376       1.9425   417.5
0.4690      -53112.0599  -53113.9932       1.9332   415.4
0.4695      -53112.0722  -53113.9813       1.9091   410.3
0.4700      -53112.0420  -53113.9137       1.8718   402.2
0.4705      -53112.0755  -53113.8179       1.7424   374.4
0.4710      -53112.0372  -53113.7240       1.6868   362.5
0.4715      -53112.0209  -53113.6537       1.6328   350.9
0.4720      -53111.9930  -53113.6321       1.6391   352.2
0.4725      -53111.9728  -53113.6600       1.6872   362.6
0.4730      -53112.0015  -53113.7221       1.7206   369.8
0.4735      -53112.0054  -53113.8050       1.7997   386.7
0.4740      -53111.9838  -53113.8782       1.8945   407.1
0.4745      -53111.9963  -53113.9103       1.9141   411.3
0.4750      -53112.0003  -53113.8854       1.8851   405.1
0.4755      -53111.9903  -53113.7988       1.8085   388.7
0.4760      -53112.0127  -53113.6761       1.6634   357.5
0.4765      -53111.9905  -53113.5537       1.5633   335.9
0.4770      -53111.9337  -53113.4680       1.5343   329.7
0.4775      -53111.9381  -53113.4475       1.5094   324.4
0.4780      -53111.9166  -53113.4804       1.5638   336.1
0.4785      -53111.8132  -53113.5305       1.7173   369.1
0.4790      -53111.8036  -53113.5587       1.7551   377.2
0.4795      -53111.8183  -53113.5317       1.7134   368.2
0.4800      -53111.8343  -53113.4506       1.6163   347.3
0.4805      -53111.8095  -53113.3379       1.5284   328.4
0.4810      -53111.8031  -53113.2305       1.4274   306.7
0.4815      -53111.7678  -53113.1619       1.3941   299.6
0.4820      -53111.8089  -53113.1593       1.3503   290.2
0.4825      -53111.8551  -53113.2266       1.3715   294.7
0.4830      -53111.8912  -53113.3362       1.4450   310.5
0.4835      -53111.9184  -53113.4566       1.5382   330.6
0.4840      -53111.8956  -53113.5574       1.6619   357.1
0.4845      -53111.9357  -53113.6247       1.6889   362.9
0.4850      -53111.9427  -53113.6564       1.7137   368.3
0.4855      -53111.8791  -53113.6613       1.7822   383.0
0.4860      -53111.8149  -53113.6571       1.8422   395.9
0.4865      -53111.8553  -53113.6546       1.7993   386.7
0.4870      -53111.8294  -53113.6669       1.8374   394.9
0.4875      -53111.8679  -53113.6999       1.8319   393.7
0.4880      -53111.8281  -53113.7455       1.9175   412.1
0.4885      -53111.8552  -53113.7913       1.9361   416.1
0.4890      -53111.8100  -53113.8172       2.0072   431.3
0.4895      -53111.8141  -53113.8088       1.9947   428.7
0.4900      -53111.8729  -53113.7644       1.8915   406.5
0.4905      -53111.8448  -53113.6943       1.8494   397.4
0.4910      -53111.8906  -53113.6222       1.7317   372.1
0.4915      -53111.9088  -53113.5640       1.6552   355.7
0.4920      -53111.8940  -53113.5232       1.6292   350.1
0.4925      -53111.9161  -53113.4972       1.5810   339.8
0.4930      -53111.9187  -53113.4877       1.5690   337.2
0.4935      -53111.9093  -53113.4948       1.5856   340.7
0.4940      -53111.9373  -53113.5184       1.5811   339.8
0.4945      -53111.9679  -53113.5591       1.5912   341.9
0.4950      -53111.9633  -53113.6105       1.6472   354.0
0.4955      -53111.9516  -53113.6530       1.7013   365.6
0.4960      -53111.9498  -53113.6906       1.7408   374.1
0.4965      -53111.9860  -53113.7128       1.7269   371.1
0.4970      -53112.0195  -53113.7203       1.7007   365.5
0.4975      -53112.0275  -53113.7161       1.6885   362.9
0.4980      -53112.0161  -53113.7133       1.6972   364.7
0.4985      -53112.0055  -53113.7295       1.7240   370.5
0.4990      -53111.9369  -53113.7657       1.8288   393.0
0.4995      -53111.9624  -53113.8090       1.8466   396.8
0.5000      -53111.9939  -53113.8408       1.8469   396.9
0.5005      -53111.9806  -53113.8458       1.8653   400.8
0.5010      -53111.9970  -53113.8190       1.8221   391.6
0.5015      -53112.0088  -53113.7604       1.7516   376.4
0.5020      -53112.0063  -53113.6819       1.6757   360.1
0.5025      -53111.9942  -53113.5877       1.5935   342.4
0.5030      -53111.9966  -53113.4927       1.4961   321.5
0.5035      -53112.0333  -53113.4187       1.3854   297.7
0.5040      -53112.0299  -53113.3808       1.3510   290.3
0.5045      -53112.0173  -53113.3896       1.3722   294.9
0.5050      -53112.0175  -53113.4388       1.4213   305.4
0.5055      -53112.0470  -53113.5152       1.4682   315.5
0.5060      -53112.0418  -53113.5975       1.5557   334.3
0.5065      -53112.0466  -53113.6663       1.6197   348.1
0.5070      -53112.0823  -53113.6991       1.6168   347.5
0.5075      -53112.1237  -53113.6839       1.5602   335.3
0.5080      -53112.1037  -53113.6338       1.5301   328.8
0.5085      -53112.1110  -53113.5804       1.4694   315.8
0.5090      -53112.1249  -53113.5774       1.4525   312.1
0.5095      -53112.1287  -53113.6366       1.5079   324.0
0.5100      -53112.0909  -53113.7386       1.6477   354.1
0.5105      -53112.1385  -53113.8477       1.7092   367.3
0.5110      -53112.1441  -53113.9170       1.7728   381.0
0.5115      -53112.2163  -53113.9239       1.7075   366.9
0.5120      -53112.2458  -53113.8733       1.6275   349.7
0.5125      -53112.2782  -53113.7931       1.5149   325.6
0.5130      -53112.2539  -53113.7186       1.4646   314.7
0.5135      -53112.1759  -53113.6709       1.4950   321.3
0.5140      -53112.1830  -53113.6663       1.4833   318.8
0.5145      -53112.1995  -53113.7117       1.5122   325.0
0.5150      -53112.2415  -53113.7888       1.5473   332.5
0.5155      -53112.2109  -53113.8819       1.6710   359.1
0.5160      -53112.1798  -53113.9696       1.7898   384.6
0.5165      -53112.2652  -53114.0294       1.7642   379.1
0.5170      -53112.2695  -53114.0339       1.7644   379.2
0.5175      -53112.2729  -53113.9693       1.6964   364.5
0.5180      -53112.2736  -53113.8555       1.5819   339.9
0.5185      -53112.2418  -53113.7431       1.5013   322.6
0.5190      -53112.2424  -53113.6844       1.4420   309.9
0.5195      -53112.2190  -53113.7034       1.4844   319.0
0.5200      -53112.1960  -53113.7731       1.5772   338.9
0.5205      -53112.2172  -53113.8440       1.6268   349.6
0.5210      -53112.2103  -53113.8776       1.6672   358.3
0.5215      -53112.2268  -53113.8576       1.6308   350.5
0.5220      -53112.2172  -53113.7894       1.5722   337.9
0.5225      -53112.2160  -53113.6930       1.4769   317.4
0.5230      -53112.2037  -53113.5964       1.3927   299.3
0.5235      -53112.1739  -53113.5332       1.3593   292.1
0.5240      -53112.1733  -53113.5113       1.3380   287.5
0.5245      -53112.1676  -53113.5292       1.3616   292.6
0.5250      -53112.1287  -53113.5805       1.4518   312.0
0.5255      -53112.1383  -53113.6574       1.5191   326.4
0.5260      -53112.1725  -53113.7366       1.5641   336.1
0.5265      -53112.2106  -53113.7930       1.5824   340.1
0.5270      -53112.2414  -53113.8143       1.5730   338.0
0.5275      -53112.2219  -53113.8006       1.5787   339.3
0.5280      -53112.2373  -53113.7617       1.5244   327.6
0.5285      -53112.2399  -53113.7122       1.4724   316.4
0.5290      -53112.2820  -53113.6748       1.3927   299.3
0.5295      -53112.2852  -53113.6689       1.3837   297.3
0.5300      -53112.2965  -53113.6932       1.3968   300.2
0.5305      -53112.2653  -53113.7308       1.4655   314.9
0.5310      -53112.2396  -53113.7506       1.5110   324.7
0.5315      -53112.2492  -53113.7330       1.4838   318.9
0.5320      -53112.2131  -53113.6807       1.4677   315.4
0.5325      -53112.2149  -53113.6133       1.3984   300.5
0.5330      -53112.2021  -53113.5558       1.3537   290.9
0.5335      -53112.1693  -53113.5208       1.3515   290.4
0.5340      -53112.1695  -53113.5179       1.3484   289.8
0.5345      -53112.2081  -53113.5526       1.3445   288.9
0.5350      -53112.1862  -53113.6157       1.4295   307.2
0.5355      -53112.1975  -53113.6879       1.4904   320.3
0.5360      -53112.1595  -53113.7499       1.5904   341.8
0.5365      -53112.1564  -53113.7939       1.6375   351.9
0.5370      -53112.1763  -53113.8235       1.6472   354.0
0.5375      -53112.1755  -53113.8368       1.6613   357.0
0.5380      -53112.1604  -53113.8537       1.6934   363.9
0.5385      -53112.2092  -53113.8733       1.6641   357.6
0.5390      -53112.2079  -53113.8954       1.6875   362.6
0.5395      -53112.1936  -53113.9116       1.7180   369.2
0.5400      -53112.2187  -53113.9257       1.7070   366.8
0.5405      -53112.1889  -53113.9356       1.7467   375.4
0.5410      -53112.1898  -53113.9335       1.7438   374.7
0.5415      -53112.1854  -53113.9192       1.7338   372.6
0.5420      -53112.1746  -53113.9077       1.7331   372.4
0.5425      -53112.1240  -53113.8898       1.7658   379.5
0.5430      -53112.1445  -53113.8684       1.7238   370.4
0.5435      -53112.1303  -53113.8484       1.7180   369.2
0.5440      -53112.1328  -53113.8361       1.7034   366.1
0.5445      -53112.1530  -53113.8265       1.6736   359.6
0.5450      -53112.1974  -53113.8138       1.6164   347.4
0.5455      -53112.2029  -53113.7898       1.5869   341.0
0.5460      -53112.1864  -53113.7555       1.5690   337.2
0.5465      -53112.1706  -53113.7318       1.5613   335.5
0.5470      -53112.1805  -53113.7380       1.5575   334.7
0.5475      -53112.2048  -53113.7638       1.5590   335.0
0.5480      -53112.2100  -53113.7988       1.5888   341.4
0.5485      -53112.2371  -53113.8035       1.5665   336.6
0.5490      -53112.2241  -53113.7641       1.5400   330.9
0.5495      -53112.2004  -53113.6878       1.4874   319.6
0.5500      -53112.1909  -53113.5892       1.3983   300.5
0.5505      -53112.1947  -53113.5059       1.3112   281.8
0.5510      -53112.2045  -53113.4576       1.2531   269.3
0.5515      -53112.2170  -53113.4468       1.2298   264.3
0.5520      -53112.2137  -53113.4613       1.2476   268.1
0.5525      -53112.2140  -53113.4859       1.2719   273.3
0.5530      -53112.2012  -53113.5076       1.3064   280.7
0.5535      -53112.1884  -53113.5165       1.3282   285.4
0.5540      -53112.1931  -53113.5072       1.3141   282.4
0.5545      -53112.1749  -53113.4766       1.3017   279.7
0.5550      -53112.1685  -53113.4358       1.2673   272.3
0.5555      -53112.1803  -53113.3943       1.2141   260.9
0.5560      -53112.1658  -53113.3800       1.2142   260.9
0.5565      -53112.1536  -53113.4247       1.2711   273.2
0.5570      -53112.1385  -53113.5371       1.3986   300.6
0.5575      -53112.0881  -53113.6782       1.5901   341.7
0.5580      -53112.1040  -53113.8055       1.7015   365.6
0.5585      -53112.0933  -53113.8776       1.7843   383.4
0.5590      -53112.0782  -53113.8790       1.8008   387.0
0.5595      -53112.1012  -53113.8257       1.7245   370.6
0.5600      -53112.0870  -53113.7592       1.6722   359.3
0.5605      -53112.0658  -53113.7059       1.6402   352.5
0.5610      -53112.0286  -53113.6774       1.6487   354.3
0.5615      -53112.0674  -53113.6789       1.6115   346.3
0.5620      -53112.1180  -53113.6961       1.5781   339.1
0.5625      -53112.1138  -53113.7120       1.5982   343.4
0.5630      -53112.1225  -53113.7083       1.5858   340.8
0.5635      -53112.1190  -53113.6753       1.5563   334.4
0.5640      -53112.1062  -53113.6089       1.5026   322.9
0.5645      -53112.1224  -53113.5169       1.3945   299.7
0.5650      -53112.0600  -53113.4267       1.3667   293.7
0.5655      -53112.0723  -53113.3686       1.2962   278.6
0.5660      -53112.1379  -53113.3676       1.2298   264.3
0.5665      -53112.1763  -53113.4229       1.2465   267.9
0.5670      -53112.1756  -53113.5190       1.3435   288.7
0.5675      -53112.1914  -53113.6164       1.4250   306.2
0.5680      -53112.1729  -53113.6835       1.5106   324.6
0.5685      -53112.1905  -53113.7058       1.5153   325.6
0.5690      -53112.1829  -53113.6882       1.5053   323.5
0.5695      -53112.1632  -53113.6419       1.4787   317.8
0.5700      -53112.1346  -53113.5940       1.4595   313.6
0.5705      -53112.1601  -53113.5714       1.4113   303.3
0.5710      -53112.1953  -53113.5955       1.4001   300.9
0.5715      -53112.1601  -53113.6651       1.5050   323.4
0.5720      -53112.1715  -53113.7532       1.5817   339.9
0.5725      -53112.1766  -53113.8213       1.6448   353.5
0.5730      -53112.2408  -53113.8502       1.6094   345.9
0.5735      -53112.2090  -53113.8258       1.6168   347.4
0.5740      -53112.2681  -53113.7549       1.4868   319.5
0.5745      -53112.3216  -53113.6715       1.3498   290.1
0.5750      -53112.2990  -53113.6124       1.3134   282.3
0.5755      -53112.3132  -53113.5915       1.2783   274.7
0.5760      -53112.3630  -53113.6131       1.2500   268.6
0.5765      -53112.3667  -53113.6537       1.2870   276.6
0.5770      -53112.3697  -53113.6868       1.3170   283.0
0.5775      -53112.3820  -53113.7026       1.3206   283.8
0.5780      -53112.3391  -53113.7014       1.3623   292.8
0.5785      -53112.2859  -53113.6859       1.4000   300.9
0.5790      -53112.2710  -53113.6597       1.3888   298.4
0.5795      -53112.2449  -53113.6283       1.3834   297.3
0.5800      -53112.2163  -53113.5991       1.3828   297.2
0.5805      -53112.1348  -53113.5818       1.4471   311.0
0.5810      -53112.1247  -53113.5870       1.4623   314.2
0.5815      -53112.1351  -53113.6090       1.4740   316.8
0.5820      -53112.1232  -53113.6354       1.5121   325.0
0.5825      -53112.1297  -53113.6468       1.5171   326.0
0.5830      -53112.0823  -53113.6342       1.5519   333.5
0.5835      -53112.0732  -53113.6051       1.5319   329.2
0.5840      -53112.1026  -53113.5729       1.4703   316.0
0.5845      -53112.1129  -53113.5628       1.4498   311.6
0.5850      -53112.1171  -53113.5844       1.4673   315.3
0.5855      -53112.1778  -53113.6234       1.4456   310.7
0.5860      -53112.1511  -53113.6535       1.5024   322.9
0.5865      -53112.2156  -53113.6566       1.4410   309.7
0.5870      -53112.1620  -53113.6352       1.4732   316.6
0.5875      -53112.1757  -53113.6077       1.4320   307.7
0.5880      -53112.1190  -53113.5910       1.4719   316.3
0.5885      -53112.0954  -53113.5942       1.4988   322.1
0.5890      -53112.1345  -53113.6195       1.4850   319.1
0.5895      -53112.1353  -53113.6585       1.5233   327.3
0.5900      -53112.1439  -53113.6941       1.5501   333.1
0.5905      -53112.1028  -53113.7175       1.6148   347.0
0.5910      -53112.1108  -53113.7157       1.6049   344.9
0.5915      -53112.0878  -53113.6876       1.5998   343.8
0.5920      -53112.1055  -53113.6255       1.5200   326.6
0.5925      -53112.1032  -53113.5409       1.4377   309.0
0.5930      -53112.1046  -53113.4718       1.3672   293.8
0.5935      -53112.1427  -53113.4529       1.3102   281.6
0.5940      -53112.1286  -53113.4983       1.3697   294.3
0.5945      -53112.1175  -53113.5849       1.4674   315.3
0.5950      -53112.1642  -53113.6784       1.5143   325.4
0.5955      -53112.1807  -53113.7427       1.5621   335.7
0.5960      -53112.1875  -53113.7566       1.5692   337.2
0.5965      -53112.2133  -53113.7284       1.5151   325.6
0.5970      -53112.1876  -53113.6790       1.4914   320.5
0.5975      -53112.1863  -53113.6423       1.4560   312.9
0.5980      -53112.2166  -53113.6533       1.4367   308.8
0.5985      -53112.1747  -53113.7114       1.5367   330.2
0.5990      -53112.1870  -53113.7994       1.6124   346.5
0.5995      -53112.2003  -53113.8932       1.6929   363.8
0.6000      -53112.2129  -53113.9679       1.7551   377.2
0.6005      -53112.2391  -53114.0089       1.7698   380.3
0.6010      -53112.2365  -53114.0064       1.7699   380.3
0.6015      -53112.2688  -53113.9612       1.6924   363.7
0.6020      -53112.2718  -53113.8888       1.6170   347.5
0.6025      -53112.2747  -53113.8120       1.5373   330.4
0.6030      -53112.2257  -53113.7570       1.5314   329.1
0.6035      -53112.2399  -53113.7363       1.4963   321.6
0.6040      -53112.2150  -53113.7576       1.5426   331.5
0.6045      -53112.1934  -53113.8134       1.6200   348.1
0.6050      -53112.1759  -53113.8645       1.6886   362.9
0.6055      -53112.2089  -53113.8753       1.6664   358.1
0.6060      -53112.1894  -53113.8389       1.6495   354.5
0.6065      -53112.1775  -53113.7655       1.5880   341.3
0.6070      -53112.1350  -53113.6787       1.5437   331.7
0.6075      -53112.1774  -53113.6138       1.4364   308.7
0.6080      -53112.1606  -53113.5950       1.4344   308.3
0.6085      -53112.1382  -53113.6229       1.4846   319.0
0.6090      -53112.1255  -53113.6900       1.5646   336.2
0.6095      -53112.1430  -53113.7684       1.6254   349.3
0.6100      -53112.1283  -53113.8347       1.7064   366.7
0.6105      -53112.0982  -53113.8594       1.7611   378.5
0.6110      -53112.1089  -53113.8359       1.7270   371.1
0.6115      -53112.0961  -53113.7726       1.6765   360.3
0.6120      -53112.1490  -53113.6950       1.5460   332.2
0.6125      -53112.1499  -53113.6308       1.4809   318.2
0.6130      -53112.1197  -53113.6029       1.4833   318.7
0.6135      -53112.0859  -53113.6150       1.5290   328.6
0.6140      -53112.0710  -53113.6494       1.5784   339.2
0.6145      -53112.0804  -53113.6929       1.6125   346.5
0.6150      -53112.0472  -53113.7311       1.6839   361.9
0.6155      -53112.0210  -53113.7455       1.7245   370.6
0.6160      -53112.0140  -53113.7244       1.7105   367.6
0.6165      -53111.9860  -53113.6819       1.6959   364.4
0.6170      -53111.9930  -53113.6371       1.6441   353.3
0.6175      -53112.0008  -53113.6126       1.6118   346.4
0.6180      -53111.9893  -53113.6267       1.6374   351.9
0.6185      -53111.9822  -53113.6760       1.6938   364.0
0.6190      -53111.9621  -53113.7378       1.7757   381.6
0.6195      -53111.9820  -53113.7934       1.8114   389.3
0.6200      -53111.9745  -53113.8276       1.8531   398.2
0.6205      -53111.9288  -53113.8322       1.9034   409.0
0.6210      -53111.9290  -53113.8100       1.8811   404.2
0.6215      -53111.9570  -53113.7781       1.8212   391.4
0.6220      -53111.9512  -53113.7538       1.8026   387.4
0.6225      -53111.9495  -53113.7411       1.7916   385.0
0.6230      -53111.9581  -53113.7263       1.7682   380.0
0.6235      -53111.9708  -53113.6922       1.7215   369.9
0.6240      -53111.9720  -53113.6327       1.6607   356.9
0.6245      -53111.9717  -53113.5641       1.5924   342.2
0.6250      -53111.9501  -53113.5166       1.5666   336.7
0.6255      -53111.9285  -53113.5063       1.5778   339.1
0.6260      -53111.8785  -53113.5136       1.6351   351.4
0.6265      -53111.8958  -53113.5197       1.6238   349.0
0.6270      -53111.8916  -53113.5087       1.6171   347.5
0.6275      -53111.8980  -53113.4878       1.5898   341.6
0.6280      -53111.9037  -53113.4608       1.5571   334.6
0.6285      -53111.8872  -53113.4392       1.5520   333.5
0.6290      -53111.8696  -53113.4304       1.5608   335.4
0.6295      -53111.8578  -53113.4294       1.5717   337.7
0.6300      -53111.8636  -53113.4395       1.5759   338.7
0.6305      -53111.8153  -53113.4671       1.6517   355.0
0.6310      -53111.8380  -53113.5094       1.6714   359.2
0.6315      -53111.8686  -53113.5627       1.6941   364.1
0.6320      -53111.8216  -53113.6071       1.7854   383.7
0.6325      -53111.8359  -53113.6202       1.7843   383.5
0.6330      -53111.8093  -53113.5995       1.7902   384.7
0.6335      -53111.8963  -53113.5556       1.6593   356.6
0.6340      -53111.8634  -53113.5023       1.6389   352.2
0.6345      -53111.8791  -53113.4598       1.5807   339.7
0.6350      -53111.8255  -53113.4450       1.6194   348.0
0.6355      -53111.8253  -53113.4641       1.6388   352.2
0.6360      -53111.7891  -53113.5273       1.7381   373.5
0.6365      -53111.8250  -53113.6185       1.7934   385.4
0.6370      -53111.8312  -53113.7069       1.8757   403.1
0.6375      -53111.8491  -53113.7612       1.9121   410.9
0.6380      -53111.8498  -53113.7727       1.9230   413.2
0.6385      -53111.8171  -53113.7531       1.9360   416.0
0.6390      -53111.8299  -53113.7138       1.8839   404.9
0.6395      -53111.8287  -53113.6690       1.8402   395.5
0.6400      -53111.8247  -53113.6389       1.8142   389.9
0.6405      -53111.8287  -53113.6384       1.8097   388.9
0.6410      -53111.8469  -53113.6484       1.8014   387.1
0.6415      -53111.9048  -53113.6507       1.7459   375.2
0.6420      -53111.9020  -53113.6277       1.7256   370.8
0.6425      -53111.9391  -53113.5694       1.6303   350.4
0.6430      -53111.9416  -53113.4867       1.5450   332.0
0.6435      -53111.9489  -53113.4042       1.4553   312.7
0.6440      -53111.8983  -53113.3392       1.4409   309.6
0.6445      -53111.9411  -53113.2959       1.3548   291.1
0.6450      -53111.9389  -53113.2809       1.3420   288.4
0.6455      -53111.9402  -53113.2830       1.3428   288.6
0.6460      -53111.9500  -53113.3081       1.3581   291.9
0.6465      -53111.9290  -53113.3560       1.4269   306.6
0.6470      -53111.9508  -53113.4261       1.4753   317.0
0.6475      -53111.9603  -53113.5130       1.5527   333.7
0.6480      -53111.9503  -53113.5944       1.6441   353.3
