Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8975      -53111.7030  -53113.3434       1.6403   352.5
0.8980      -53111.6737  -53113.2644       1.5907   341.8
0.8985      -53111.6503  -53113.1960       1.5457   332.2
0.8990      -53111.6560  -53113.1475       1.4915   320.5
0.8995      -53111.6851  -53113.1202       1.4351   308.4
0.9000      -53111.6758  -53113.1054       1.4296   307.2
0.9005      -53111.6648  -53113.0936       1.4288   307.1
0.9010      -53111.6196  -53113.0776       1.4580   313.3
0.9015      -53111.6092  -53113.0560       1.4468   310.9
0.9020      -53111.6288  -53113.0425       1.4136   303.8
0.9025      -53111.6258  -53113.0509       1.4251   306.2
0.9030      -53111.6415  -53113.0930       1.4515   311.9
0.9035      -53111.6198  -53113.1666       1.5469   332.4
0.9040      -53111.5814  -53113.2600       1.6786   360.7
0.9045      -53111.5756  -53113.3517       1.7760   381.7
0.9050      -53111.5861  -53113.4243       1.8382   395.0
0.9055      -53111.6057  -53113.4584       1.8527   398.1
0.9060      -53111.5826  -53113.4522       1.8696   401.8
0.9065      -53111.6226  -53113.4151       1.7924   385.2
0.9070      -53111.6403  -53113.3599       1.7196   369.5
0.9075      -53111.5870  -53113.3073       1.7203   369.7
0.9080      -53111.6375  -53113.2695       1.6321   350.7
0.9085      -53111.6532  -53113.2492       1.5959   343.0
0.9090      -53111.6245  -53113.2479       1.6234   348.9
0.9095      -53111.5806  -53113.2423       1.6618   357.1
0.9100      -53111.6111  -53113.2148       1.6037   344.6
0.9105      -53111.5923  -53113.1684       1.5761   338.7
0.9110      -53111.5735  -53113.0950       1.5215   327.0
0.9115      -53111.5795  -53113.0038       1.4242   306.1
0.9120      -53111.5354  -53112.9093       1.3739   295.3
0.9125      -53111.5192  -53112.8450       1.3258   284.9
0.9130      -53111.5128  -53112.8322       1.3194   283.5
0.9135      -53111.5453  -53112.8791       1.3338   286.6
0.9140      -53111.5438  -53112.9686       1.4248   306.2
0.9145      -53111.5147  -53113.0675       1.5528   333.7
0.9150      -53111.5071  -53113.1399       1.6328   350.9
0.9155      -53111.4913  -53113.1656       1.6744   359.8
0.9160      -53111.4809  -53113.1531       1.6722   359.4
0.9165      -53111.4975  -53113.1261       1.6286   350.0
0.9170      -53111.5130  -53113.1122       1.5992   343.7
0.9175      -53111.4754  -53113.1308       1.6554   355.7
0.9180      -53111.5089  -53113.1771       1.6682   358.5
0.9185      -53111.5193  -53113.2466       1.7273   371.2
0.9190      -53111.5599  -53113.3183       1.7585   377.9
0.9195      -53111.5713  -53113.3719       1.8007   387.0
0.9200      -53111.5583  -53113.3993       1.8409   395.6
0.9205      -53111.6023  -53113.4065       1.8043   387.7
0.9210      -53111.6241  -53113.3964       1.7723   380.9
0.9215      -53111.6405  -53113.3750       1.7346   372.8
0.9220      -53111.6167  -53113.3447       1.7280   371.3
0.9225      -53111.6048  -53113.3142       1.7094   367.3
0.9230      -53111.6345  -53113.2843       1.6498   354.5
0.9235      -53111.6888  -53113.2593       1.5705   337.5
0.9240      -53111.6835  -53113.2524       1.5689   337.2
0.9245      -53111.6612  -53113.2572       1.5961   343.0
0.9250      -53111.6920  -53113.2632       1.5713   337.7
0.9255      -53111.7472  -53113.2615       1.5143   325.4
0.9260      -53111.7762  -53113.2517       1.4755   317.1
0.9265      -53111.7469  -53113.2382       1.4914   320.5
0.9270      -53111.7532  -53113.2275       1.4743   316.8
0.9275      -53111.7590  -53113.2302       1.4711   316.1
0.9280      -53111.7803  -53113.2373       1.4570   313.1
0.9285      -53111.7900  -53113.2339       1.4439   310.3
0.9290      -53111.7355  -53113.2191       1.4836   318.8
0.9295      -53111.7831  -53113.2034       1.4203   305.2
0.9300      -53111.7866  -53113.1950       1.4084   302.7
0.9305      -53111.8103  -53113.2040       1.3937   299.5
0.9310      -53111.8084  -53113.2311       1.4227   305.7
0.9315      -53111.8411  -53113.2591       1.4180   304.7
0.9320      -53111.8532  -53113.2813       1.4281   306.9
0.9325      -53111.8651  -53113.2902       1.4251   306.3
0.9330      -53111.8343  -53113.2752       1.4409   309.7
0.9335      -53111.8350  -53113.2352       1.4002   300.9
0.9340      -53111.8227  -53113.1793       1.3566   291.5
0.9345      -53111.8147  -53113.1201       1.3053   280.5
0.9350      -53111.8432  -53113.0813       1.2381   266.1
0.9355      -53111.8397  -53113.0699       1.2302   264.4
0.9360      -53111.8479  -53113.0780       1.2301   264.3
0.9365      -53111.8815  -53113.1018       1.2204   262.3
0.9370      -53111.8377  -53113.1272       1.2895   277.1
0.9375      -53111.8535  -53113.1311       1.2776   274.6
0.9380      -53111.8508  -53113.1108       1.2600   270.8
0.9385      -53111.8767  -53113.0732       1.1965   257.1
0.9390      -53111.8565  -53113.0289       1.1724   251.9
0.9395      -53111.9015  -53113.0054       1.1038   237.2
0.9400      -53111.8760  -53113.0105       1.1345   243.8
0.9405      -53111.8662  -53113.0502       1.1839   254.4
0.9410      -53111.8674  -53113.1291       1.2617   271.1
0.9415      -53111.8368  -53113.2305       1.3937   299.5
0.9420      -53111.8153  -53113.3331       1.5178   326.2
0.9425      -53111.8104  -53113.4153       1.6049   344.9
0.9430      -53111.8503  -53113.4523       1.6020   344.3
0.9435      -53111.8976  -53113.4436       1.5460   332.2
0.9440      -53111.8522  -53113.3991       1.5470   332.4
0.9445      -53111.8570  -53113.3570       1.5000   322.3
0.9450      -53111.8426  -53113.3526       1.5101   324.5
0.9455      -53111.7865  -53113.3994       1.6129   346.6
0.9460      -53111.7408  -53113.4687       1.7279   371.3
0.9465      -53111.7034  -53113.5178       1.8143   389.9
0.9470      -53111.7084  -53113.5171       1.8088   388.7
0.9475      -53111.6846  -53113.4707       1.7861   383.8
0.9480      -53111.6410  -53113.3965       1.7555   377.3
0.9485      -53111.6568  -53113.3154       1.6586   356.4
0.9490      -53111.7037  -53113.2509       1.5472   332.5
0.9495      -53111.6953  -53113.2086       1.5133   325.2
0.9500      -53111.6847  -53113.2015       1.5168   326.0
0.9505      -53111.6257  -53113.2311       1.6054   345.0
0.9510      -53111.6805  -53113.2896       1.6091   345.8
0.9515      -53111.6849  -53113.3527       1.6678   358.4
0.9520      -53111.7102  -53113.4019       1.6917   363.5
0.9525      -53111.7160  -53113.4240       1.7080   367.0
0.9530      -53111.7019  -53113.4110       1.7091   367.3
0.9535      -53111.7466  -53113.3777       1.6311   350.5
0.9540      -53111.7359  -53113.3575       1.6216   348.5
0.9545      -53111.6868  -53113.3633       1.6766   360.3
0.9550      -53111.6950  -53113.3998       1.7049   366.4
0.9555      -53111.6467  -53113.4426       1.7960   385.9
0.9560      -53111.6425  -53113.4683       1.8259   392.4
0.9565      -53111.6244  -53113.4665       1.8421   395.9
0.9570      -53111.5590  -53113.4396       1.8806   404.1
0.9575      -53111.5498  -53113.3876       1.8378   395.0
0.9580      -53111.5638  -53113.3278       1.7641   379.1
0.9585      -53111.6362  -53113.2735       1.6374   351.9
0.9590      -53111.6204  -53113.2339       1.6135   346.7
0.9595      -53111.6325  -53113.2237       1.5912   342.0
0.9600      -53111.5954  -53113.2321       1.6367   351.7
0.9605      -53111.6110  -53113.2394       1.6284   349.9
0.9610      -53111.6409  -53113.2373       1.5964   343.1
0.9615      -53111.6277  -53113.2213       1.5936   342.5
0.9620      -53111.6193  -53113.1887       1.5693   337.2
0.9625      -53111.6052  -53113.1414       1.5362   330.1
0.9630      -53111.6068  -53113.0966       1.4898   320.2
0.9635      -53111.6067  -53113.0741       1.4674   315.3
0.9640      -53111.6115  -53113.0728       1.4614   314.0
0.9645      -53111.5750  -53113.0781       1.5031   323.0
0.9650      -53111.5283  -53113.0838       1.5555   334.3
0.9655      -53111.5374  -53113.0855       1.5481   332.7
0.9660      -53111.5661  -53113.0879       1.5218   327.0
0.9665      -53111.5753  -53113.1121       1.5368   330.2
0.9670      -53111.5824  -53113.1495       1.5671   336.8
0.9675      -53111.5899  -53113.1899       1.6001   343.9
0.9680      -53111.6016  -53113.2383       1.6367   351.7
0.9685      -53111.5547  -53113.2957       1.7411   374.1
0.9690      -53111.5982  -53113.3609       1.7626   378.8
0.9695      -53111.5823  -53113.4277       1.8454   396.6
0.9700      -53111.6174  -53113.4766       1.8592   399.5
0.9705      -53111.6357  -53113.5034       1.8677   401.4
0.9710      -53111.6344  -53113.4968       1.8625   400.2
0.9715      -53111.6682  -53113.4616       1.7934   385.4
0.9720      -53111.6571  -53113.4170       1.7599   378.2
0.9725      -53111.6575  -53113.3983       1.7409   374.1
0.9730      -53111.6069  -53113.4179       1.8109   389.2
0.9735      -53111.6346  -53113.4674       1.8328   393.9
0.9740      -53111.6374  -53113.5068       1.8693   401.7
0.9745      -53111.6266  -53113.5099       1.8833   404.7
0.9750      -53111.6308  -53113.4715       1.8407   395.6
0.9755      -53111.6434  -53113.4072       1.7638   379.0
0.9760      -53111.6444  -53113.3462       1.7017   365.7
0.9765      -53111.6880  -53113.3113       1.6233   348.8
0.9770      -53111.6811  -53113.3181       1.6370   351.8
0.9775      -53111.6364  -53113.3591       1.7227   370.2
0.9780      -53111.6913  -53113.4163       1.7250   370.7
0.9785      -53111.6950  -53113.4715       1.7765   381.8
0.9790      -53111.7746  -53113.5128       1.7382   373.5
0.9795      -53111.7724  -53113.5364       1.7641   379.1
0.9800      -53111.8008  -53113.5423       1.7415   374.3
0.9805      -53111.7429  -53113.5285       1.7856   383.7
0.9810      -53111.7200  -53113.5015       1.7814   382.8
0.9815      -53111.6596  -53113.4773       1.8177   390.6
0.9820      -53111.6572  -53113.4674       1.8102   389.0
0.9825      -53111.6508  -53113.4743       1.8235   391.9
0.9830      -53111.6686  -53113.4922       1.8236   391.9
0.9835      -53111.7014  -53113.5086       1.8072   388.4
0.9840      -53111.6792  -53113.5031       1.8239   391.9
0.9845      -53111.7143  -53113.4782       1.7640   379.1
0.9850      -53111.7765  -53113.4392       1.6627   357.3
0.9855      -53111.7801  -53113.3933       1.6132   346.7
0.9860      -53111.7923  -53113.3590       1.5667   336.7
0.9865      -53111.8045  -53113.3470       1.5425   331.5
0.9870      -53111.8169  -53113.3631       1.5462   332.3
0.9875      -53111.8067  -53113.3985       1.5918   342.1
0.9880      -53111.8119  -53113.4282       1.6163   347.3
0.9885      -53111.7526  -53113.4400       1.6875   362.6
0.9890      -53111.7385  -53113.4315       1.6930   363.8
0.9895      -53111.7461  -53113.4044       1.6583   356.4
0.9900      -53111.7279  -53113.3681       1.6402   352.5
0.9905      -53111.7432  -53113.3332       1.5900   341.7
0.9910      -53111.7600  -53113.3183       1.5582   334.9
0.9915      -53111.8013  -53113.3209       1.5196   326.6
0.9920      -53111.8051  -53113.3353       1.5301   328.8
0.9925      -53111.8024  -53113.3517       1.5493   332.9
0.9930      -53111.7949  -53113.3582       1.5633   336.0
0.9935      -53111.8236  -53113.3591       1.5356   330.0
0.9940      -53111.7922  -53113.3623       1.5701   337.4
0.9945      -53111.7763  -53113.3684       1.5920   342.1
0.9950      -53111.7561  -53113.3751       1.6190   347.9
0.9955      -53111.7743  -53113.3872       1.6128   346.6
0.9960      -53111.7505  -53113.3940       1.6435   353.2
0.9965      -53111.7131  -53113.4007       1.6876   362.7
0.9970      -53111.7406  -53113.4213       1.6807   361.2
0.9975      -53111.7621  -53113.4573       1.6952   364.3
0.9980      -53111.7985  -53113.4916       1.6930   363.8
0.9985      -53111.7942  -53113.5123       1.7181   369.2
0.9990      -53111.8236  -53113.5066       1.6830   361.7
0.9995      -53111.8090  -53113.4746       1.6655   357.9
1.0000      -53111.8278  -53113.4254       1.5976   343.3
